"","acc","penG","penE","subset","comptimes"
"1",0.174087332766237,0.00160149991764778,1.9221280878848e-06,"F1-F2-F3-F4-F6-F7-F8",6.191
"2",0.180023107812399,0.00166340303609636,6.37055369312426e-06,"F3-F4-F6-F7-F8",3.734
"3",0.136674360418009,0.00175413956520016,4.28234938760532e-05,"F1-F3-F4-F5-F6",3.503
"4",0.0814225393160931,0.00186502802326959,6.64559994033711e-06,"F1-F3-F4-F5-F6-F7",4.837
"5",0.148773058169204,0.00161588836730021,5.36150082899763e-06,"F3-F4-F5-F6-F7-F8",4.535
"6",0.129209665524753,0.00185758346302319,3.00004405796777e-06,"F2-F3-F4-F5-F8",4.151
"7",0.202412399155306,0.00201657787843693,2.50687406255574e-06,"F2-F3-F4-F5-F6",4.105
"8",0.243891623856944,0.00199749049674013,2.34817556152368e-06,"F3-F4-F5-F6-F7",3.52200000000001
"9",0.216592747973855,0.00185987266737732,5.08487772434664e-06,"F1-F3-F4-F5",3.333
"10",0.27337744528157,0.00221435760742202,2.69885005751513e-06,"F1-F2-F3-F4-F5-F6-F7",5.276
"11",0.300877141185909,0.00174311988927234,1.48135371269823e-06,"F1-F2-F3-F4-F5",4.51700000000001
"12",0.237487543755486,0.00215449065999689,2.97543013524281e-05,"F1-F2-F4-F5-F6-F7",4.71599999999999
"13",0.141437152232836,0.00194610578298477,3.60900698533121e-06,"F3-F4-F5-F7",3.699
"14",0.169596659320213,0.00177333947269976,6.26488375547267e-06,"F3-F4-F5-F7",3.56399999999999
"15",0.177840961332806,0.00177865076689291,1.87141468291297e-06,"F2-F3-F4-F5",4.51499999999999
"16",0.0795905681299768,0.00178911287403432,1.00187853866173e-05,"F1-F2-F3-F4-F6-F7",3.87799999999999
"17",0.0918832881980662,0.00159378078387767,3.58743474257802e-06,"F3-F4-F5-F6",3.48500000000001
"18",-0.0073339668898391,0.00198025282116512,2.3058099898572e-06,"F3-F4-F5",3.577
"19",0.0298582270679931,0.00179216938760314,7.66693710555498e-06,"F1-F3-F4-F5",4.05600000000001
"20",0.318945126209678,0.00174876720337897,5.24027698533811e-06,"F1-F2-F3-F4-F6",4.07300000000001
"21",0.125523346503233,0.00150282395314576,0.000100769518811145,"F2-F3-F4-F5",3.77900000000002
"22",0.146093119797474,0.00180574202799881,2.3272279375215e-06,"F1-F2-F3-F4-F5-F6-F7",4.94
"23",0.144752977836481,0.00191595509057991,4.68111813439928e-05,"F3-F4-F5-F6",3.63600000000002
"24",0.188681394165423,0.00169446688439354,7.1905353056892e-06,"F1-F3-F4-F5",4.32900000000001
"25",0.214543716069829,0.00212037513288276,6.83762352746111e-06,"F2-F3-F4-F5-F6-F7",5.14799999999997
"26",0.212731933476681,0.00200573216253199,3.88121552347839e-06,"F3-F4-F5-F6-F7",4.06700000000001
"27",0.259701905127001,0.0015519500253037,6.5438993843641e-05,"F1-F2-F3-F4-F5-F6-F7-F8",5.536
"28",0.217161984132918,0.00216655635562203,2.52616687666966e-06,"F1-F3-F4-F5-F6-F7",3.91000000000003
"29",0.148157759004221,0.00170218908567426,4.06580377098301e-06,"F3-F4-F5-F6",3.81999999999999
"30",0.222902220138844,0.00157893341813309,9.04183226399731e-06,"F1-F2-F3-F4-F5-F7",5.07899999999995
"31",0.108620321171931,0.0016450023588118,6.97292116333199e-06,"F2-F3-F4-F5",3.68099999999998
"32",0.0888701304841542,0.00200442212096985,8.79351348782245e-06,"F3-F4-F5",3.99299999999999
"33",0.0928587316893826,0.00212836097170441,3.32405142682579e-06,"F1-F2-F3-F4-F7",3.86500000000001
"34",0.123970423893058,0.00184892480072849,2.90935054133016e-06,"F2-F3-F4-F5-F7",3.61599999999999
"35",0.248748223966402,0.00204338910407823,3.46284396412705e-06,"F1-F2-F3-F4-F5-F7",4.66000000000003
"36",0.150048895543779,0.00171166431845529,2.57283248428043e-06,"F1-F3-F4-F5",3.92500000000001
"37",0.118416444447741,0.0015921451192329,2.13950978997539e-05,"F2-F3-F4-F7",3.642
"38",0.0869229490485052,0.00201688353969587,3.85654778647296e-06,"F3-F4-F5",3.94100000000003
"39",0.331817812659861,0.00186943954596651,4.08258491674694e-06,"F2-F3-F4-F5-F6",4.68299999999999
"40",0.191122871399793,0.00191853529252225,3.62179055575563e-06,"F2-F3-F4-F5-F6-F7",4.28399999999999
"41",0.244467914737355,0.00185359288871592,3.10113341087941e-06,"F2-F3-F4-F5-F6-F7",4.08699999999999
"42",0.171439222529185,0.00181095447665954,2.05450089683511e-05,"F1-F3-F4-F6",3.79200000000003
"43",0.285667190818238,0.00179681713312128,6.32078727196462e-06,"F1-F2-F3-F4-F5-F8",4.47899999999998
"44",0.120278269503564,0.0017559545027643,3.79147472514898e-06,"F1-F3-F4-F5",4.27299999999997
"45",0.0900708339484767,0.00168339800685035,1.72592917376302e-06,"F3-F4-F5-F6-F7-F8",4.60500000000002
"46",0.234983314250061,0.00184862967640693,6.99422219193758e-06,"F2-F3-F4-F5-F6",3.887
"47",0.125513344159822,0.0018059172496691,2.98081417204395e-06,"F1-F2-F3-F4",3.61400000000003
