"","X","acc","comptimes","archs"
"1",1,0.0627485379715716,47.9499999999998,"multiMLP_L8_N64_D0.1_CV1"
"2",2,-0.0341144253267391,49.0299999999997,"multiMLP_L8_N16_D0.1_CV1"
"3",3,-0.0680470757193528,58.5,"multiMLP_L8_N64_D0.3_CV1"
"4",4,0.0532317837856709,48.54,"multiMLP_L4_N16_D0.1_CV1"
"5",5,0.158290353590676,46.5,"multiMLP_L8_N16_D0.3_CV1"
"6",6,-0.0723227726478041,48.6900000000001,"multiMLP_L4_N64_D0.3_CV1"
"7",7,-0.058641593863507,48.7199999999998,"multiMLP_L4_N64_D0.3_CV1"
"8",8,0.00332035902872707,46.1100000000001,"multiMLP_L4_N64_D0.1_CV1"
"9",9,0.0270451949330453,47.25,"multiMLP_L4_N64_D0.3_CV1"
"10",10,0.00365069246854104,47.8099999999999,"multiMLP_L4_N16_D0.3_CV1"
"11",1,0.043458375717032,83.0600000000004,"multiMLP_L8_N64_D0.1_CV1"
"12",2,0.0112956760968673,102.64,"multiMLP_L8_N64_D0.1_CV1"
"13",3,-0.0608791046504168,85.7300000000005,"multiMLP_L4_N16_D0.3_CV1"
"14",4,-0.0953873273060449,83.2799999999997,"multiMLP_L8_N64_D0.3_CV1"
"15",5,-0.065895983468533,85.2799999999997,"multiMLP_L8_N16_D0.3_CV1"
"16",6,-0.0391540279675452,81.9700000000003,"multiMLP_L8_N64_D0.3_CV1"
"17",7,-0.0420272456420887,82.8599999999997,"multiMLP_L8_N64_D0.1_CV1"
"18",8,0.246258838900488,81.4299999999994,"multiMLP_L4_N16_D0.1_CV1"
"19",9,-0.0993356619825197,85.3899999999994,"multiMLP_L8_N64_D0.1_CV1"
"20",10,0.0499170967684669,82.5,"multiMLP_L4_N64_D0.3_CV1"
