"","X","acc","comptimes","archs"
"1",1,0.114281118330277,67.4600000000028,"multiMLP_L4_N64_D0.3_CV2"
"2",2,0.304612174582244,61.6200000000026,"multiMLP_L8_N64_D0.1_CV2"
"3",3,0.278738157658458,66.619999999999,"multiMLP_L8_N64_D0.1_CV2"
"4",4,0.335455112258102,64.4399999999987,"multiMLP_L4_N64_D0.1_CV2"
"5",5,0.303653056132623,63.7200000000012,"multiMLP_L8_N64_D0.1_CV2"
"6",6,0.0555180105437978,63.9700000000012,"multiMLP_L8_N64_D0.1_CV2"
"7",7,0.273252949183695,64.1899999999987,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.0655243633628299,64.7299999999996,"multiMLP_L8_N64_D0.1_CV2"
"9",9,0.301039809893291,62.6599999999999,"multiMLP_L8_N64_D0.1_CV2"
"10",10,0.121766910289276,65.0900000000001,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.15166657348605,80.9500000000007,"multiMLP_L8_N64_D0.1_CV2"
"12",2,0.272312448405145,75.5800000000017,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.0204758912875933,74.7200000000012,"multiMLP_L8_N64_D0.1_CV2"
"14",4,0.230744067821282,77.4599999999991,"multiMLP_L8_N64_D0.1_CV2"
"15",5,0.0523335410403219,76.4300000000003,"multiMLP_L4_N64_D0.1_CV2"
"16",6,0.158119089885151,74.7900000000009,"multiMLP_L8_N64_D0.1_CV2"
"17",7,0.167342926467813,72.0599999999977,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.227365428654699,69.1399999999994,"multiMLP_L8_N64_D0.1_CV2"
"19",9,0.3019170261544,68.1100000000006,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.174530052368682,67.4699999999975,"multiMLP_L8_N64_D0.1_CV2"
