"","X","acc","comptimes","archs"
"1",1,0.161559608054864,62.6700000000001,"multiMLP_L4_N64_D0.1_CV2"
"2",2,0.0739676929701326,48.8299999999999,"multiMLP_L4_N16_D0.1_CV2"
"3",3,0.181434284392068,53.4700000000003,"multiMLP_L4_N64_D0.3_CV2"
"4",4,0.0426092571414644,53.2399999999998,"multiMLP_L8_N64_D0.1_CV2"
"5",5,0.13766453506661,49.6300000000001,"multiMLP_L8_N64_D0.1_CV2"
"6",6,0.0101014132715733,50.6500000000005,"multiMLP_L4_N64_D0.1_CV2"
"7",7,0.150798742347194,51.6999999999998,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.0284413498282388,47.7000000000007,"multiMLP_L8_N64_D0.1_CV2"
"9",9,0.196348897925773,49.8800000000001,"multiMLP_L8_N64_D0.1_CV2"
"10",10,-0.0517447278436579,50.6999999999998,"multiMLP_L4_N16_D0.3_CV2"
"11",1,0.0509344744654837,49.25,"multiMLP_L4_N64_D0.3_CV2"
"12",2,0.125578914492453,52.7800000000007,"multiMLP_L4_N64_D0.1_CV2"
"13",3,-0.0109059098800802,63.1600000000008,"multiMLP_L4_N64_D0.1_CV2"
"14",4,-0.0690795322881111,53.4499999999998,"multiMLP_L8_N16_D0.1_CV2"
"15",5,-0.0527562189680576,51.3899999999994,"multiMLP_L8_N64_D0.1_CV2"
"16",6,0.0659942229338088,50.0800000000008,"multiMLP_L8_N16_D0.1_CV2"
"17",7,0.0886059790386798,47.6599999999999,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.130131989340836,51.4900000000007,"multiMLP_L8_N64_D0.1_CV2"
"19",9,0.116189642540877,49.3699999999999,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.0491552974269112,46.5799999999999,"multiMLP_L8_N64_D0.1_CV2"
