"","X","acc","comptimes","archs"
"1",1,0.418237624351801,51.0699999999997,"multiMLP_L4_N64_D0.1_CV1"
"2",2,0.11246013974749,50.4399999999987,"multiMLP_L4_N16_D0.1_CV1"
"3",3,-0.00868612459991299,54.0799999999999,"multiMLP_L8_N64_D0.3_CV1"
"4",4,-0.0190404695857117,54.0599999999995,"multiMLP_L8_N64_D0.3_CV1"
"5",5,0.0471085967089202,51.7199999999993,"multiMLP_L8_N64_D0.1_CV1"
"6",6,0.0515959843141497,52.0099999999984,"multiMLP_L8_N16_D0.1_CV1"
"7",7,0.0759622851418978,50.3600000000006,"multiMLP_L4_N16_D0.1_CV1"
"8",8,0.253206195373799,49.0699999999997,"multiMLP_L4_N16_D0.1_CV1"
"9",9,-0.105956578891575,50.9200000000001,"multiMLP_L4_N64_D0.3_CV1"
"10",10,-0.00422318430979222,50.5,"multiMLP_L4_N64_D0.1_CV1"
"11",1,-0.13521111945884,50.6900000000023,"multiMLP_L8_N64_D0.1_CV1"
"12",2,0.00603568561923761,52.2700000000004,"multiMLP_L8_N64_D0.1_CV1"
"13",3,0.357625745584031,51.2999999999993,"multiMLP_L4_N16_D0.1_CV1"
"14",4,-0.0309143966180505,50.9099999999999,"multiMLP_L8_N64_D0.3_CV1"
"15",5,0.0173379123195946,51.75,"multiMLP_L4_N16_D0.1_CV1"
"16",6,0.176834204833874,50.2000000000007,"multiMLP_L4_N64_D0.1_CV1"
"17",7,-0.152610017410134,56.1100000000006,"multiMLP_L8_N16_D0.3_CV1"
"18",8,0.0443460466555577,51.7200000000012,"multiMLP_L4_N64_D0.3_CV1"
"19",9,0.0203881958495637,51.2800000000025,"multiMLP_L4_N16_D0.1_CV1"
"20",10,0.021141333039347,49.0999999999985,"multiMLP_L4_N64_D0.3_CV1"
