"","X","acc","comptimes"
"1",1,0.929808642953902,753.004000000015
"2",2,0.915011831433545,749.095000000001
"3",3,0.905915193057331,752.867999999988
"4",4,0.929925582643184,747.156999999977
"5",1,0.886670837435841,747.578000000009
"6",2,0.906655884023581,749.081999999995
"7",3,0.920435040015445,752.455000000016
"8",4,0.915512631755817,747.795000000013
"9",1,0.885003010004069,755.886999999988
"10",2,0.927937981456573,754.793999999994
"11",3,0.911819937044476,757.912000000011
"12",4,0.902493947902156,757.106
"13",1,0.932637228386093,758.760999999999
"14",2,0.887446259250853,756.918999999994
"15",3,0.9092580241176,762.791000000027
"16",4,0.905872656692786,758.129000000015
"17",1,0.926844184912875,761.603000000003
"18",2,0.913957681665101,763.002000000008
"19",3,0.897317238217469,761.664000000019
"20",4,0.907215687831119,759.372000000003
