"","X","acc","comptimes"
"1",1,0.700287913040467,558.712
"2",2,0.600943573253555,559.445000000007
"3",3,0.707835431933583,562.334000000003
"4",4,0.606716713424999,559.684999999998
"5",1,0.614482233544645,558.491999999998
"6",2,0.585757362876111,559.481
"7",3,0.692035598201767,561.232999999993
"8",4,0.646972620722262,562.131999999998
"9",1,0.574542203488877,553.232000000004
"10",2,0.680333607983819,554.252000000008
"11",3,0.68717662562909,560.070000000007
"12",4,0.619648996957628,556.430000000008
"13",1,0.672703487644399,557.31700000001
"14",2,0.559516058322421,583.375
"15",3,0.632183888421065,573.369999999995
"16",4,0.636807825285954,560.849000000002
"17",1,0.691206196373201,556.173999999999
"18",2,0.683014265768386,557.694000000003
"19",3,0.574855099754135,558.361000000004
"20",4,0.669847127410894,558.433000000005
