"","X","acc","comptimes","archs"
"1",1,0.237135778840227,73.25,"multiMLP_L8_N64_D0.1_CV2"
"2",2,0.39699381592092,69.5,"multiMLP_L8_N64_D0.1_CV2"
"3",3,0.38742452977695,70.8600000000006,"multiMLP_L8_N64_D0.1_CV2"
"4",4,0.490246320323769,70.0400000000009,"multiMLP_L4_N64_D0.3_CV2"
"5",5,0.320853672083342,66.7900000000009,"multiMLP_L4_N64_D0.1_CV2"
"6",6,0.257337590273929,68.1100000000006,"multiMLP_L8_N64_D0.1_CV2"
"7",7,0.42756983423078,66.4799999999996,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.238495822143372,65.0699999999997,"multiMLP_L8_N64_D0.1_CV2"
"9",9,0.432226470873331,66.630000000001,"multiMLP_L8_N64_D0.1_CV2"
"10",10,0.155209963260615,67.3600000000006,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.230930443634385,58.1899999999987,"multiMLP_L8_N64_D0.1_CV2"
"12",2,0.375380642274693,57.7000000000007,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.155583462129198,57.5,"multiMLP_L8_N64_D0.1_CV2"
"14",4,0.294277355185087,60.1899999999987,"multiMLP_L8_N64_D0.1_CV2"
"15",5,0.117366921805458,62.2400000000016,"multiMLP_L4_N64_D0.3_CV2"
"16",6,0.200868825095419,59.8400000000001,"multiMLP_L8_N64_D0.1_CV2"
"17",7,0.315188071197166,61.25,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.345446865830137,57.8400000000001,"multiMLP_L8_N64_D0.1_CV2"
"19",9,0.407267375145983,57.6100000000006,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.242484948139963,451.279999999999,"multiMLP_L8_N64_D0.1_CV2"
