"","acc","comptimes","penG","penE","subset"
"1",0.690847574455445,33.39,0.445494856032317,0.940726227144941,"F1-F2-F3-F4-F5-F6-F7"
"2",0.567457572669959,26.172,0.469392171327285,0.942206259823336,"F1-F2-F3-F4-F5-F7-F8-F9-F10"
"3",0.682869674955262,28.873,0.44885548183955,0.939431768548158,"F1-F2-F3-F4-F5-F6-F7-F9-F10"
"4",0.558782999398625,27.132,0.454241787643221,0.941184640320312,"F1-F2-F4-F5-F6-F7-F8-F9"
"5",0.586621301222647,26.604,0.448831230947547,0.941054210321733,"F2-F3-F4-F5-F6-F7-F8-F9-F10"
"6",0.548333233957185,25.757,0.453353135162786,0.943496413269685,"F1-F2-F3-F4-F5-F6-F8"
"7",0.662400639360958,26.43,0.462066390937436,0.943682906013776,"F1-F2-F4-F6-F7-F8-F10"
"8",0.633701904572986,27.441,0.469392600120726,0.939467360368597,"F1-F2-F3-F5-F7-F8-F9-F10"
"9",0.518447029126811,24.459,0.447326373083584,0.945780594781329,"F1-F4-F5-F6-F8"
"10",0.668838672003042,26.207,0.460224061812199,0.941608003297049,"F2-F4-F5-F6-F7-F8"
"11",0.648904018510746,27.068,0.463197255688178,0.943524457764625,"F2-F3-F4-F5-F6-F7-F8"
"12",0.587298051237208,25.758,0.473562553315925,0.939939245370486,"F1-F2-F5-F6-F7-F8-F10"
"13",0.659330715557122,26.029,0.447704216808885,0.94064154851728,"F1-F4-F6-F7-F8"
"14",0.540263943186747,26.242,0.457719353896371,0.942977270354928,"F1-F4-F5-F6-F7-F8-F9-F10"
"15",0.589877927671039,25.79,0.456607909740463,0.937786445613772,"F1-F2-F3-F6-F7-F8-F10"
"16",0.60144633967237,27.697,0.462552407825222,0.94513659524586,"F1-F2-F4-F5-F6-F7-F8-F10-F11"
"17",0.673548094134495,26.012,0.448105451498539,0.940719755128366,"F2-F3-F5-F7-F8"
"18",0.686877488423042,24.868,0.474065488000561,0.940881353908045,"F1-F2-F3-F5-F6-F7-F8-F9"
"19",0.544016955479717,27.812,0.476469988796474,0.940291237579963,"F1-F4-F5-F6-F7-F8-F9-F10"
"20",0.651333512666739,27.1179999999999,0.453611623638738,0.941091439329013,"F1-F2-F3-F4-F5-F7-F10"
"21",0.589282240496548,25.64,0.471602901148095,0.940151952473042,"F1-F2-F3-F5-F7-F8-F10"
"22",0.752150489390009,25.917,0.455538531360797,0.944210773018245,"F1-F2-F3-F4-F5-F7-F8"
"23",0.659554098492377,26.01,0.443003053419949,0.940555579649445,"F2-F3-F4-F5-F9-F10"
"24",0.617045774312862,28.025,0.454447147648261,0.94511764045947,"F1-F2-F3-F4-F5-F6-F7-F9"
"25",0.452213314717286,26.037,0.45410687203726,0.944043752336529,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"26",0.548242080558841,24.818,0.467561338252169,0.944814596589642,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"27",0.694347927390196,26.431,0.431736211286283,0.944533845386396,"F1-F2-F3-F4-F5-F6-F7-F9-F10"
"28",0.648032940793984,25.9209999999999,0.459884022392519,0.941273336898345,"F1-F2-F4-F5-F6-F8-F10"
"29",0.67879721265444,24.679,0.465033498939928,0.936236857151732,"F1-F2-F3-F4-F6-F7-F9"
"30",0.603693195558642,26.404,0.461313860664833,0.938417447122758,"F1-F2-F3-F4-F6-F8-F9"
"31",0.73590823818289,26.802,0.452860613480452,0.942963231528173,"F1-F2-F4-F5-F6-F7-F8"
"32",0.609588639553611,26.8660000000001,0.454389083713773,0.938158902855081,"F1-F2-F3-F4-F6-F7"
"33",0.601411603983218,25.023,0.441158888157689,0.941347190025969,"F1-F2-F3-F4-F5-F6-F7-F8"
"34",0.537935636908478,26.819,0.45451000002063,0.938528098048918,"F2-F3-F4-F5-F6-F8-F11"
"35",0.592558150558538,25.222,0.44799893690425,0.93786394025334,"F2-F3-F5-F6-F8-F10"
"36",0.645344345129652,25.713,0.454440159952916,0.946885768830905,"F2-F3-F5-F7-F8"
"37",0.651778270812301,26.5890000000001,0.460371903352563,0.939839423501352,"F3-F4-F5-F6-F7-F8-F10"
"38",0.722756180980178,26.7239999999999,0.441134159565539,0.936676608127886,"F1-F2-F3-F5-F6-F7-F8-F10"
"39",0.604702662226554,28.2569999999999,0.459620733483894,0.940585916299477,"F1-F2-F3-F4-F5-F6-F7-F8-F9-F10"
"40",0.634125942304904,26.0939999999998,0.453751146556752,0.936422828711723,"F1-F2-F3-F4-F5-F7-F9"
