"","X","acc","comptimes","archs"
"1",1,0.223997881602074,49.75,"multiMLP_L4_N64_D0.1_CV1"
"2",2,0.0787922322504736,50.1399999999994,"multiMLP_L8_N16_D0.3_CV1"
"3",3,0.0210978862344231,50,"multiMLP_L4_N64_D0.1_CV1"
"4",4,0.00175030306170315,78.1399999999994,"multiMLP_L8_N16_D0.3_CV1"
"5",5,0.041421471128313,49.7999999999993,"multiMLP_L4_N16_D0.3_CV1"
"6",6,-0.0211205869644464,51.1899999999987,"multiMLP_L8_N16_D0.3_CV1"
"7",7,0.0244069828032927,50.7399999999998,"multiMLP_L4_N64_D0.3_CV1"
"8",8,-0.0630360703123514,48.7900000000009,"multiMLP_L4_N64_D0.3_CV1"
"9",9,-0.103860220486723,50.1999999999989,"multiMLP_L8_N16_D0.1_CV1"
"10",10,0.00936528129235929,49.2000000000007,"multiMLP_L4_N16_D0.1_CV1"
"11",1,0.0733440953106537,49.9200000000001,"multiMLP_L4_N16_D0.3_CV1"
"12",2,-0.00868291465933111,49.7600000000002,"multiMLP_L8_N16_D0.1_CV1"
"13",3,0.185434435721314,51.0599999999995,"multiMLP_L4_N64_D0.3_CV1"
"14",4,-0.220676173569657,80.4700000000012,"multiMLP_L4_N16_D0.1_CV1"
"15",5,0.188526645910121,51.2700000000004,"multiMLP_L4_N64_D0.1_CV1"
"16",6,-0.0169269879446987,51.3899999999994,"multiMLP_L8_N16_D0.3_CV1"
"17",7,-0.0772298800016732,50.3799999999992,"multiMLP_L4_N16_D0.1_CV1"
"18",8,0.0679291079527735,51,"multiMLP_L8_N16_D0.3_CV1"
"19",9,0.269023209212662,53.6699999999983,"multiMLP_L4_N64_D0.1_CV1"
"20",10,0.122471275236743,48.3600000000006,"multiMLP_L8_N64_D0.3_CV1"
