"","acc","acc.RC","penG","penE","subset","comptimes"
"1",0.298011099264406,0.311986038750288,0.0796422693404651,0.00615310654652802,"F1-F2-F3-F4-F5-F6",3.677
"2",0.284223576967553,0.291636512176421,0.0780222677904995,0.00610293718013556,"F1-F2-F4-F5-F6",2.082
"3",0.215371958326831,0.199142716406886,0.0793714537891175,0.00601463621796552,"F1-F4-F5",1.574
"4",0.108460769710166,0.156012283782797,0.0724032572059619,0.00551730842280187,"F1-F2-F3-F4-F5",2.005
"5",0.350897151292338,0.340644721374584,0.0838170721543205,0.00579496286767804,"F1-F2-F3-F4-F5-F6",2.474
"6",0.230524253774156,0.307017628333206,0.0782787844666155,0.00582073774153037,"F1-F4-F5-F6",1.768
"7",0.331859706102553,0.33873265678424,0.0795341315181554,0.0058059909837104,"F1-F3-F4-F5-F6",2.05
"8",0.257338166844661,0.254455355435603,0.0775361171554776,0.00572691319894646,"F1-F3-F4-F5",1.735
"9",0.278170091961726,0.290535034949923,0.0805255238941438,0.00588209803128395,"F2-F4-F5-F6",1.822
"10",0.265620073695222,0.243072322760234,0.0792304325982263,0.00648507358784325,"F1-F2-F3-F4-F5-F6",2.642
"11",0.360737222875608,0.304898727892091,0.0862251760077753,0.00552254400578234,"F1-F2-F3-F5-F6",1.98399999999999
"12",0.368115206271231,0.363275067197223,0.0776007621929998,0.0050136091517561,"F1-F2-F3-F4-F5-F6",2.36
"13",0.149691516116305,0.16535345098166,0.0817089549586542,0.00651239362464273,"F1-F3-F4-F5-F6",2.06099999999999
"14",0.231197186323296,0.286744389291181,0.0819695483296899,0.00531164628437755,"F1-F3-F4-F5",1.721
"15",0.254035929028181,0.260082555349525,0.0759118138260192,0.00607732354800484,"F1-F4-F5-F6",1.617
"16",0.29589474931011,0.342938438776995,0.0831128467658683,0.0056587844131083,"F1-F2-F4-F5-F6",2.011
"17",0.188874344014001,0.138488496840514,0.0734472410639422,0.00652684535345879,"F1-F2-F3-F4-F5",2.31399999999999
"18",0.235490950886224,0.292458020395467,0.0832570480141234,0.00629963945686663,"F1-F3-F4-F5-F6",2.054
"19",0.226226929598815,0.257986403572443,0.0857406121817983,0.00586604773936914,"F1-F4-F5-F6",1.684
"20",0.368912896806741,0.313141588687369,0.0800041204488842,0.00606110067859278,"F2-F3-F4-F5",1.79700000000003
"21",0.31988817251571,0.330131225953637,0.0773384863044855,0.00535199923919842,"F1-F3-F5-F6",1.703
"22",0.285584418589674,0.32256372050188,0.0736802377873629,0.00618373104045366,"F1-F4-F5-F6",1.577
"23",0.376463219263339,0.396000047008679,0.0823445473063977,0.00619263027092868,"F3-F4-F5-F6",1.73699999999999
