"","X","acc","comptimes"
"1",1,0.163036691490049,398.188
"2",2,0.32487485738054,405.655
"3",3,0.135225660131906,407.017
"4",4,0.385185731182244,410.199
"5",1,0.185421587999171,405.73
"6",2,0.269757185817427,407.101
"7",3,0.509445901624225,402.476
"8",4,0.351147048900894,408.116
"9",1,0.429812128071521,403.444
"10",2,0.293891910819563,413.144
"11",3,0.462730393082648,415.058
"12",4,0.431017462151278,403.656
"13",1,0.383535833188026,415.057
"14",2,0.369075947242933,407.386
"15",3,0.322198199296046,415.899
"16",4,0.456253431992127,413.575
"17",1,0.327582770798662,337.93
"18",2,0.316922382061739,338.275
"19",3,0.402820439880714,341.232
"20",4,0.493414024168303,338.022
