"","X","acc","comptimes"
"1",1,0.845044552815431,463.070000000007
"2",2,0.893560024800359,464.671000000002
"3",3,0.845489252041783,467.270000000004
"4",4,0.884105764559051,468.948999999993
"5",1,0.856205888508403,476.342999999993
"6",2,0.83918971229148,478.998999999996
"7",3,0.912804732873327,474.233999999997
"8",4,0.880744866130191,472.506000000008
"9",1,0.905548272287183,474.426999999996
"10",2,0.878934333698808,474.600000000006
"11",3,0.912732649293477,472.841
"12",4,0.873401042066166,468.197
"13",1,0.874756699998905,474.141000000003
"14",2,0.901710449966326,475.324000000008
"15",3,0.848434040650538,478.959999999992
"16",4,0.87335675695747,483.347999999998
"17",1,0.844019730024201,455.239000000001
"18",2,0.898094860192332,454.130999999994
"19",3,0.892368335477468,448.324999999997
"20",4,0.912548782631645,442.536999999997
