"","X","acc","comptimes"
"1",1,0.704901380332845,553.519
"2",2,0.622155716100981,575.209000000003
"3",3,0.705724683344144,598.668000000005
"4",4,0.606548089728628,561.491999999998
"5",1,0.638523628979559,430.75499999999
"6",2,0.622935658892603,411.183000000005
"7",3,0.697814614035532,427.934999999998
"8",4,0.656604062801952,407.778000000006
"9",1,0.587825013696405,466.553
"10",2,0.696372621610428,449.967999999993
"11",3,0.69960628000521,461.669999999998
"12",4,0.638411034983125,440.350999999995
"13",1,0.669165079112999,443.280999999988
"14",2,0.579786912131445,442.335000000006
"15",3,0.622141729727662,455.441000000006
"16",4,0.661232851566156,451.739000000001
"17",1,0.68686892655299,454.237000000008
"18",2,0.697963282282441,449.369000000006
"19",3,0.602038609571078,455.407999999996
"20",4,0.687784965988883,445.688999999998
