"","acc","pen","comptimes"
"1",0.386696860662607,0.00242268115250859,18.813
"2",0.228159732469377,0.00252129724917143,17.603
"3",0.351595957687149,0.00237682014412963,17.138
"4",0.282394143058222,0.00300621955555187,17.705
"5",0.295979741034077,0.00245244412270024,17.178
"6",0.286928670884804,0.00237362516924801,18.209
"7",0.323795560774256,0.00274383266866816,22.447
"8",0.291788473460524,0.00278409794296438,20.587
"9",0.352281871369425,0.00225684246898204,18.929
"10",0.369770848797597,0.003067754429024,19.845
"11",0.251103608388112,0.00250609265603735,18.49
"12",0.342122505200266,0.00270156599344527,20.407
"13",0.273044446441914,0.00333487294026631,18.605
"14",0.257010624771245,0.00247292632470846,20.875
"15",0.367037996050209,0.00251175556173967,19.299
"16",0.227967814170345,0.00218262622044964,17.723
"17",0.363324981795397,0.00234276608233291,17.554
"18",0.334391254444237,0.00288258865214727,17.816
"19",0.376621254038626,0.00256652872149556,18.94
"20",0.200982341825266,0.00209028129936221,19.458
"21",0.378194121167286,0.00320268548069974,19.592
"22",0.399883907304473,0.00279745206610924,21.55
"23",0.293828834564217,0.00297943657870242,20.906
"24",0.179854070571361,0.00205388012663359,19.115
"25",0.364099543248923,0.00197472809672352,19.791
"26",0.381955965647403,0.00264519101096386,20.502
"27",0.27669038723101,0.00240757090115289,19.392
"28",0.375672977176629,0.00297435322696347,19.63
"29",0.384619645324129,0.00297317438721819,18.386
"30",0.387709949961392,0.00245197713264153,15.891
"31",0.33260805953527,0.00270762664232516,18.34
"32",0.416988615808358,0.00209913203189652,18.359
"33",0.409650212627109,0.00230883734648099,19.068
"34",0.27576098026192,0.00302405535466348,19.906
"35",0.21724466860932,0.0030799140733749,19.144
"36",0.352605991387118,0.00266137686207388,20.634
"37",0.434969487159395,0.00274432947685983,21.39
"38",0.168485054173012,0.00270443011049324,20.965
"39",0.34095693832916,0.00233947811930001,18.869
"40",0.411525735872263,0.00214896151435339,21.323
"41",0.433758791671689,0.00279365919628276,22.184
"42",0.46888399045361,0.00230910326808005,17.559
"43",0.316464523545067,0.00246042841286603,18.449
"44",0.355215757309326,0.00203106293340296,16.728
"45",0.432066708666983,0.00212043377508273,18.77
"46",0.2597099701778,0.00276122969923746,20.037
"47",0.300212840596282,0.0020289716869432,19.115
"48",0.259401602216907,0.00273334307117804,20.87
"49",0.470513478686448,0.0022260095421561,20.343
"50",0.225525205599652,0.00279333703724718,21.301
"51",0.309447281720197,0.00234556014571772,20.453
"52",0.31719218253746,0.00230379766734271,20.256
"53",0.287834670577868,0.00200709299360486,22.041
"54",0.381778758687175,0.00256953733105492,22.998
"55",0.386837958473481,0.00241389903491243,18.71
"56",0.410255990333986,0.00238943456656969,14.8200000000001
"57",0.351216808216243,0.00233370445000532,16.706
"58",0.247313414411007,0.00267276517324441,18.569
"59",0.379207084479384,0.00265669041120626,18.67
"60",0.264939547959416,0.0025063841409642,19.662
"61",0.387848625321101,0.00227061816853676,18.452
"62",0.279166996741127,0.00200234549548492,20.321
"63",0.268766475269765,0.00307708450931639,18.975
"64",0.380666265872606,0.00201485504077796,20.691
"65",0.210681968682448,0.0029329518402646,20.702
"66",0.369331325347807,0.00270455862911901,21.045
"67",0.337267412653354,0.00212302156830144,20.134
"68",0.321856760517413,0.00227845647598885,20.247
"69",0.326442384882166,0.00257943962212401,21.042
"70",0.31640523449002,0.00277790007907221,17.698
"71",0.24355654393137,0.00257801536071901,18.053
"72",0.362043518624161,0.0029641304517579,16.474
"73",0.360788587787776,0.00292770871314337,19.195
"74",0.304048938031479,0.00322664009642916,17.314
"75",0.351864311856871,0.00271034910190473,19.272
"76",0.27908973625233,0.0026160004943169,20.816
"77",0.320497299854866,0.0018574613655555,22.261
"78",0.299656831870863,0.00264818718313932,21.98
"79",0.23973699880803,0.00263512806677781,19.292
"80",0.269471137391255,0.00311966230893432,18.698
"81",0.18809474218342,0.001908687861234,20.702
"82",0.298039670714499,0.00341664761475099,20.335
"83",0.259274140065905,0.0030670979505451,17.996
"84",0.400825811371518,0.00239337747871653,19.015
"85",0.365958598065797,0.00227134883982721,16.905
"86",0.269445800344028,0.00238457483358793,17.279
"87",0.405990668648274,0.00272547386851872,18.829
"88",0.374081504595876,0.00269643183348622,19.431
"89",0.327406053222116,0.00224918555720436,18.782
"90",0.312079110634061,0.00275197100235711,22.182
"91",0.275373955539521,0.00224507732773857,19.779
"92",0.299477218920352,0.00245376955624294,19.434
"93",0.223283868190571,0.00222666581905972,20.675
"94",0.281420895872809,0.00206592644608768,19.327
"95",0.406750316297368,0.00219808925006232,19.222
"96",0.367362879341868,0.00259012185276199,20.744
"97",0.222247395993003,0.00230483703373735,17.717
"98",0.300174041629482,0.00234162844616641,18.802
"99",0.427115654329018,0.00212347678080134,18.578
"100",0.246647671008201,0.00285657394511974,16.581
"101",0.133525354877314,0.00226208820205854,16.888
"102",0.330341140497797,0.00240958153927718,16.174
"103",0.376139359884307,0.00233083745450464,18.521
"104",0.394464748297254,0.00275375511774314,18.115
"105",0.251504150029677,0.00299917732651707,20.813
"106",0.329904591335114,0.002768665373108,21.521
"107",0.317521137726262,0.00274611977457053,19.914
"108",0.319164866226404,0.00300838401516847,17.9
"109",0.299224500091621,0.00262998819117272,20.675
"110",0.344587331723811,0.00187312523702281,21.244
