"","acc","acc.RC","comptimes"
"1",0.42139617772403,0.446217675164378,5.353
"2",0.307536234546228,0.34505603960878,2.775
"3",0.389762203971425,0.419337321533594,2.801
"4",0.312268496241129,0.278270138605149,2.79799999999999
"5",0.274499752356444,0.247886732856385,2.73699999999999
"6",0.251581710938964,0.248410392104389,2.82799999999999
"7",0.356679009947971,0.433684942191652,2.92699999999999
"8",0.338140465281512,0.377054492911727,3.08
"9",0.36763390108199,0.413081477156951,2.84
"10",0.390817948681241,0.313931645200535,2.733
"11",0.309008469298577,0.463339320547193,2.83799999999999
"12",0.360807462255375,0.415078380446537,2.77199999999999
"13",0.369597195940376,0.326434961475991,2.893
"14",0.399479925583855,0.441013831406844,2.893
"15",0.38157054186054,0.325989812288611,5.429
"16",0.317912015490561,0.432881304088961,3.127
"17",0.460688046983618,0.444405340672246,2.569
"18",0.361953673706928,0.348332433357042,2.505
"19",0.387072657036911,0.381497921933986,2.801
"20",0.320807884580174,0.287217376188688,2.986
"21",0.413822637409036,0.419723359084049,2.96899999999999
"22",0.460572645619964,0.397298719280684,2.75399999999999
"23",0.410724683109654,0.359328868933079,2.62299999999999
"24",0.282057540291497,0.363580650908255,2.96199999999999
"25",0.463025764317409,0.455649779681797,3.51399999999998
"26",0.410595487265127,0.436782430992578,2.96700000000001
"27",0.352813541215207,0.411191256418883,2.53799999999998
"28",0.442748163148152,0.358699942907089,2.88800000000001
"29",0.428359350823221,0.493552712825176,5.156
"30",0.4670167867485,0.42373626019778,2.752
"31",0.46726834526316,0.477405887406975,2.913
"32",0.396127382026136,0.364000707230505,2.824
"33",0.325608175672136,0.266672423950743,2.97799999999999
"34",0.298170779473233,0.365587661696658,2.93900000000001
"35",0.354261196721009,0.351373010833348,2.828
"36",0.371543984588173,0.338890003555509,2.58500000000001
"37",0.448825126380933,0.369071822360885,2.86400000000002
"38",0.219373311395688,0.248464407155008,2.71199999999999
"39",0.413771024044819,0.325782980290518,2.86799999999999
"40",0.418142487735957,0.353656362565151,2.679
"41",0.421870851153225,0.347802482255541,2.745
"42",0.505905564454001,0.46782888494389,2.566
"43",0.429361026570902,0.334476234885945,4.99
"44",0.356201721169479,0.310919011650948,3.079
"45",0.479426905680365,0.449189021021685,2.857
"46",0.377131546641941,0.386514109771209,2.745
"47",0.329780736061195,0.375190288612742,2.965
"48",0.335959989160211,0.384350121273707,3.169
"49",0.408649005852148,0.333470929610905,3.119
"50",0.317656529678849,0.363603628404283,2.82299999999999
"51",0.397259780323803,0.326007583216687,2.965
"52",0.418032378541816,0.346294235748565,2.82900000000001
"53",0.42530447902119,0.410552560429028,2.751
"54",0.44452144102605,0.440995320186492,2.976
"55",0.354055523432585,0.345333497014303,2.69899999999998
"56",0.36243485146444,0.303272543842082,2.57399999999998
"57",0.388831189001093,0.350501305830274,4.734
"58",0.324724189494289,0.321282080056449,3.086
"59",0.387822494735689,0.432041864838046,2.69
"60",0.380265696073933,0.373153805051581,2.983
"61",0.445417916058977,0.618087341904329,3.20400000000001
"62",0.345454500947674,0.396035789901987,3.2
"63",0.309342671171019,0.409024335078571,3.02499999999999
"64",0.400989176733773,0.40133252528931,3.307
"65",0.264335674755599,0.339991229100655,2.72900000000001
"66",0.233264677543783,0.167163425793752,2.78299999999999
"67",0.418250486481304,0.428933694971225,2.85600000000002
"68",0.40582494373136,0.417189081892666,2.77199999999999
"69",0.414716738000205,0.42207302834206,2.99100000000001
"70",0.373861004724879,0.367700390725529,2.595
"71",0.314940897773001,0.344439504766202,5.033
"72",0.35067044807869,0.42077909725437,2.814
"73",0.394777657654895,0.605666936894638,2.711
"74",0.376448778049065,0.309922922382063,2.701
"75",0.423270246272927,0.450322369426634,2.812
"76",0.379449132448419,0.435569206240759,2.96600000000001
"77",0.429985683820468,0.420676612325089,3.11500000000001
"78",0.386540517790834,0.421670824599738,2.78
"79",0.345117043310149,0.343846832940096,2.621
"80",0.349698018000511,0.33401446858204,2.869
"81",0.178034987167023,0.260792744746712,3.02500000000001
"82",0.35199824452908,0.443445246183643,2.98899999999998
"83",0.343866913746954,0.358198238732303,2.471
"84",0.507050556389059,0.470519753910746,2.65800000000002
"85",0.387696128000476,0.289683575580834,5.32
"86",0.398875813106272,0.433904596937326,2.735
"87",0.423047210145916,0.696561904174347,2.967
"88",0.342033573666219,0.390359736310176,2.871
"89",0.38074884319083,0.30818683420938,2.7
"90",0.336634610610888,0.350343981208804,2.95700000000001
"91",0.297130225743399,0.243802683029765,2.98299999999999
"92",0.426997085989106,0.418116537559478,2.917
"93",0.278257151820259,0.381121231988082,3.05999999999999
"94",0.24034319741193,0.273322198604422,3.40299999999999
"95",0.336905747698518,0.242608252196651,2.655
"96",0.441324309399042,0.469351071831621,2.571
"97",0.32650821526715,0.292314221720379,2.90700000000001
"98",0.296195638209533,0.395050543445339,2.684
"99",0.413163838551889,0.563467279337891,5.231
"100",0.280030865190308,0.374924224736781,2.767
"101",0.282034337550726,0.337149796394032,2.637
"102",0.411870558957988,0.385861327788197,2.70999999999999
"103",0.458122855940952,0.485923662400076,2.84699999999999
"104",0.386823780521356,0.302871785377225,2.67699999999999
"105",0.340200159469455,0.350467609440869,2.76100000000001
"106",0.41403588852746,0.475788547125191,3.182
"107",0.367662024876954,0.270928716128878,2.81899999999999
"108",0.330845882117161,0.286526500408098,2.696
"109",0.288648225837225,0.292374642665035,2.70999999999998
"110",0.427144543988886,0.504864311814693,2.93899999999999
"111",0.327005203203334,0.279410842033197,2.70499999999998
"112",0.407565199153797,0.374262711453968,2.57300000000001
"113",0.38404608016855,0.406448744884274,5.299
"114",0.407967825850155,0.381787598226349,2.719
"115",0.465177263427478,0.421973490555889,2.915
"116",0.365091263072527,0.504226827220334,2.772
"117",0.511801669250992,0.501327819632131,3.139
"118",0.476872531184557,0.479979169398748,2.95099999999999
"119",0.399974697567276,0.438135222227542,2.849
"120",0.35127686695219,0.392546838093255,2.98099999999999
"121",0.363501034528076,0.341702278922128,3.14999999999999
"122",0.361960258803255,0.381877274640927,2.89599999999999
"123",0.436669230031601,0.448527255094582,2.94999999999999
"124",0.238314488160785,0.205880546445532,2.75799999999998
"125",0.485100176144865,0.465497910930542,2.80500000000001
"126",0.378237848172744,0.469235177203205,2.518
"127",0.41157984487985,0.365829253689574,5.185
"128",0.319774407066989,0.262948481641853,2.746
"129",0.38453802308353,0.278383860207322,2.752
"130",0.350495341338155,0.391874442725176,2.61799999999999
"131",0.311179627528205,0.365166786492181,3.11199999999999
"132",0.419638757879862,0.324400034373374,2.63799999999999
"133",0.356342855216388,0.327873057374628,2.80399999999999
"134",0.411869744865689,0.39530079160361,2.589
"135",0.213593076190513,0.216154262391301,2.985
"136",0.325633560688058,0.294035328631887,2.74300000000002
"137",0.303791747455024,0.263987204470278,2.87
