"","X","acc","comptimes"
"1",1,0.556339678357833,716.473999999987
"2",2,0.566817867899857,710.924999999988
"3",3,0.564265315976314,745.377999999997
"4",4,0.661500994845718,684.978999999992
"5",1,0.515700952618427,559.952999999994
"6",2,0.503396471498769,551.983000000007
"7",3,0.673457347061977,560.168000000005
"8",4,0.541341617389419,554.601999999999
"9",1,0.618965044126792,576.955999999991
"10",2,0.621997762201078,574.119999999995
"11",3,0.579413459452305,569.470000000001
"12",4,0.565838561543951,575.517999999996
"13",1,0.57117935074641,560.122000000003
"14",2,0.514846957067937,576.887000000002
"15",3,0.529459846733065,558.394
"16",4,0.544696904811562,558.900999999998
"17",1,0.631252767589498,574.631999999998
"18",2,0.658455058788065,574.467999999993
"19",3,0.639790900000656,586.785000000003
"20",4,0.553644779389756,567.911000000007
