"","X","acc","comptimes","archs"
"1",1,0.052510664255226,49.3599999999997,"multiMLP_L4_N64_D0.3_CV2"
"2",2,-0.0163150520753382,55.6600000000008,"multiMLP_L4_N64_D0.1_CV2"
"3",3,0.138237884270868,51.0500000000002,"multiMLP_L8_N64_D0.1_CV2"
"4",4,0.0841064133579543,73.4700000000003,"multiMLP_L4_N64_D0.1_CV2"
"5",5,0.22464990066193,50.6499999999996,"multiMLP_L8_N64_D0.1_CV2"
"6",6,0.293587492444303,55.3399999999992,"multiMLP_L8_N64_D0.1_CV2"
"7",7,0.41123976872558,53.4500000000007,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.0686906533875751,50.0599999999995,"multiMLP_L4_N64_D0.1_CV2"
"9",9,0.250716410934748,53.7999999999993,"multiMLP_L8_N64_D0.1_CV2"
"10",10,0.0756669786189534,53.5700000000006,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.298306501411315,52.1000000000004,"multiMLP_L4_N64_D0.1_CV2"
"12",2,0.230604496949145,71.4100000000008,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.191040632143475,51.2199999999993,"multiMLP_L8_N64_D0.1_CV2"
"14",4,0.235934940643816,52.0099999999993,"multiMLP_L4_N64_D0.1_CV2"
"15",5,0.0986020773279457,49.79,"multiMLP_L8_N64_D0.1_CV2"
"16",6,0.409428255582584,53.54,"multiMLP_L4_N64_D0.1_CV2"
"17",7,0.26879614650391,52.75,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.238655298196804,53.5700000000006,"multiMLP_L8_N64_D0.1_CV2"
"19",9,0.23311577488188,58.2800000000007,"multiMLP_L4_N64_D0.1_CV2"
"20",10,0.254347339546853,56.5,"multiMLP_L4_N64_D0.1_CV2"
