"","X","acc","comptimes","archs"
"1",1,0.121908230301716,52.23,"multiMLP_L4_N16_D0.3_CV2"
"2",2,0.0918181311138309,50.6599999999999,"multiMLP_L4_N64_D0.3_CV2"
"3",3,0.091921970387013,48.0999999999999,"multiMLP_L4_N64_D0.1_CV2"
"4",4,0.145144108156357,49.72,"multiMLP_L4_N64_D0.1_CV2"
"5",5,-0.107404037102515,47.74,"multiMLP_L8_N16_D0.3_CV2"
"6",6,0.142827719178234,56.0000000000002,"multiMLP_L8_N64_D0.1_CV2"
"7",7,0.261227478436136,51.5800000000004,"multiMLP_L4_N64_D0.3_CV2"
"8",8,0.0891446996200282,47.8899999999999,"multiMLP_L4_N64_D0.1_CV2"
"9",9,0.21772019812362,50.5100000000002,"multiMLP_L4_N64_D0.1_CV2"
"10",10,-0.0157702854547855,51.9400000000001,"multiMLP_L4_N64_D0.1_CV2"
"11",1,0.134203545175752,49.05,"multiMLP_L4_N16_D0.1_CV2"
"12",2,0.0434706621732009,49.1200000000001,"multiMLP_L8_N16_D0.3_CV2"
"13",3,0.108548703616367,47.0699999999999,"multiMLP_L8_N64_D0.1_CV2"
"14",4,0.193222753282011,48.3399999999999,"multiMLP_L4_N64_D0.3_CV2"
"15",5,0.122787693310836,55.2800000000002,"multiMLP_L8_N16_D0.3_CV2"
"16",6,0.339844406916601,50.6500000000001,"multiMLP_L8_N64_D0.1_CV2"
"17",7,0.210575282330652,50.2199999999998,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.226668248746007,50.3599999999997,"multiMLP_L8_N64_D0.1_CV2"
"19",9,0.00123976945197275,53.25,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.220937993328905,58.5799999999999,"multiMLP_L8_N64_D0.1_CV2"
