"","X","acc","comptimes"
"1",1,0.505983315104075,213.770999999999
"2",2,0.53014076292891,213.823
"3",3,0.323341640484863,215.118999999999
"4",4,0.496212317143265,215.496000000001
"5",1,0.445095820729034,214.136
"6",2,0.442531318612893,216.096
"7",3,0.597674822932958,212.508
"8",4,0.484302651171359,213.426
"9",1,0.596884157026079,217.232000000001
"10",2,0.5743682005679,218.285
"11",3,0.668053198360889,216.514
"12",4,0.520740127515709,219.571
"13",1,0.465048323673679,219.199000000001
"14",2,0.498163016893131,219.048
"15",3,0.490747029468709,216.805
"16",4,0.408632194831023,228.337
"17",1,0.472225719818,217.558999999999
"18",2,0.521320721159454,218.916999999999
"19",3,0.547931556901441,228.803
"20",4,0.579410733422343,218.479
