"","X","acc","comptimes","archs"
"1",1,-0.082280728170227,53.6999999999998,"multiMLP_L8_N64_D0.1_CV1"
"2",2,0.127884980510198,48.75,"multiMLP_L8_N16_D0.3_CV1"
"3",3,0.0387285271822313,47.73,"multiMLP_L8_N64_D0.1_CV1"
"4",4,0.0298309608239626,49.99,"multiMLP_L4_N64_D0.1_CV1"
"5",5,-0.0173224121476305,52.52,"multiMLP_L4_N16_D0.1_CV1"
"6",6,-0.0125686246399457,47.8599999999999,"multiMLP_L4_N64_D0.3_CV1"
"7",7,0.108315880410873,47.3200000000002,"multiMLP_L8_N64_D0.3_CV1"
"8",8,0.0796353061141911,47.6800000000003,"multiMLP_L8_N16_D0.3_CV1"
"9",9,0.024656983883143,48.6399999999999,"multiMLP_L8_N64_D0.1_CV1"
"10",10,-0.048040722579016,47.0300000000002,"multiMLP_L8_N16_D0.3_CV1"
"11",1,0.104294578524522,52.4299999999998,"multiMLP_L8_N64_D0.3_CV1"
"12",2,0.00187809178434379,48.98,"multiMLP_L4_N16_D0.3_CV1"
"13",3,-0.0410747948154191,48.02,"multiMLP_L4_N64_D0.3_CV1"
"14",4,-0.0227354657639033,46.8299999999999,"multiMLP_L4_N16_D0.3_CV1"
"15",5,0.0144935888254163,45.97,"multiMLP_L8_N64_D0.1_CV1"
"16",6,-0.0570089076661673,53.0300000000002,"multiMLP_L4_N64_D0.3_CV1"
"17",7,0.0296218595813255,47.4400000000001,"multiMLP_L8_N16_D0.1_CV1"
"18",8,0.0190871894846691,48.3899999999999,"multiMLP_L8_N16_D0.1_CV1"
"19",9,0.0678756844404245,48.9000000000001,"multiMLP_L4_N16_D0.3_CV1"
"20",10,-0.00384155779699121,47.25,"multiMLP_L8_N64_D0.3_CV1"
