"","X","acc","comptimes"
"1",1,0.460725403667021,283.082000000002
"2",2,0.623131051651686,282.425000000003
"3",3,0.345273344792867,281.983999999997
"4",4,0.600673375051786,284.442999999999
"5",1,0.41434400705461,284.771000000001
"6",2,0.533365462441099,284.120999999999
"7",3,0.73438844802063,284.887999999999
"8",4,0.619436142601965,281.599999999999
"9",1,0.678078204194742,287.436000000002
"10",2,0.555171109676253,287.290999999997
"11",3,0.68644502177229,283.993000000002
"12",4,0.576855489756202,284.661999999997
"13",1,0.528750651234929,284.900999999998
"14",2,0.661045052144587,282.809000000001
"15",3,0.571199545900103,282.938999999998
"16",4,0.584609727741519,286.833000000006
"17",1,0.454680451307175,282.913
"18",2,0.694765660754694,283.462
"19",3,0.68285713191939,281.360000000001
"20",4,0.750106197494484,285.502
