"","X","acc","comptimes"
"1",1,0.203031417969217,213.794
"2",2,0.336164986650752,214.541
"3",3,0.160448941185875,211.440000000001
"4",4,0.386043856149824,213.572999999999
"5",1,0.189041712126118,215.897
"6",2,0.267641669210543,215.773
"7",3,0.530755058959584,216.006
"8",4,0.364780077260031,215.639
"9",1,0.431405363720531,216.081
"10",2,0.309836819172191,215.748
"11",3,0.465929300961125,213.491
"12",4,0.416175254117071,215.202
"13",1,0.393670510549515,226.376
"14",2,0.34473709588085,215.144
"15",3,0.328577489625594,213.804
"16",4,0.459675718872514,235.391
"17",1,0.295788828395229,219.293
"18",2,0.341534410752375,222.538
"19",3,0.423829581425263,223.021
"20",4,0.515026728902491,224.738
