"","X","acc","comptimes","archs"
"1",1,0.166273136839565,50.1299999999992,"multiMLP_L4_N16_D0.1_CV1"
"2",2,0.0326209139037517,49.6200000000008,"multiMLP_L4_N64_D0.3_CV1"
"3",3,0.0166059067553415,49.1599999999999,"multiMLP_L4_N64_D0.1_CV1"
"4",4,0.0243180605923364,50.2200000000012,"multiMLP_L4_N64_D0.3_CV1"
"5",5,0.0580975111476063,50.8300000000017,"multiMLP_L8_N64_D0.3_CV1"
"6",6,-0.0564002572900391,50.4499999999971,"multiMLP_L4_N64_D0.3_CV1"
"7",7,0.0192823556016802,48.7299999999996,"multiMLP_L8_N16_D0.1_CV1"
"8",8,0.0471788888583786,50.0099999999984,"multiMLP_L8_N64_D0.3_CV1"
"9",9,0.0585834762365871,50.6599999999999,"multiMLP_L8_N64_D0.3_CV1"
"10",10,-0.154132870675273,49.0800000000017,"multiMLP_L8_N64_D0.3_CV1"
"11",1,-0.0140834366199763,51.3900000000012,"multiMLP_L8_N64_D0.1_CV1"
"12",2,0.15073979837786,52.2800000000007,"multiMLP_L4_N64_D0.1_CV1"
"13",3,-0.0721465508802306,49.8399999999983,"multiMLP_L4_N64_D0.3_CV1"
"14",4,0.155553024979085,48.5300000000025,"multiMLP_L4_N64_D0.1_CV1"
"15",5,-0.0103172202828773,48.6399999999994,"multiMLP_L8_N64_D0.1_CV1"
"16",6,0.0793659053856894,49.9199999999983,"multiMLP_L8_N64_D0.3_CV1"
"17",7,0.216926634169191,54.5,"multiMLP_L4_N64_D0.1_CV1"
"18",8,0.0674846533746574,51.369999999999,"multiMLP_L8_N16_D0.1_CV1"
"19",9,0.131375021256375,50.1700000000019,"multiMLP_L8_N16_D0.3_CV1"
"20",10,-0.0161039356940138,50.130000000001,"multiMLP_L8_N16_D0.1_CV1"
