"","acc","comptimes","penG","penE","subset"
"1",0.66063950539936,30.019,0.53429522662081,0.38588165073438,"F2-F3-F4-F5-F6-F8"
"2",0.624234703262036,25.999,0.540825882932711,0.3802567062797,"F1-F4-F6-F7-F8-F9"
"3",0.528645507551993,27.272,0.535282115471482,0.378562163998307,"F1-F2-F3-F4-F6-F7-F8"
"4",0.635509670998469,26.001,0.533316618651824,0.377660922200362,"F1-F2-F3-F5-F6-F7-F9"
"5",0.670227695188226,26.277,0.538205625191862,0.378444610255228,"F1-F3-F4-F5-F6-F7-F8"
"6",0.638571629721302,26.294,0.545401658184056,0.382239542541968,"F1-F2-F4-F6-F7-F8-F9"
"7",0.702258079046311,27.201,0.534543273471272,0.387660060815373,"F1-F2-F3-F4-F5-F8-F9-F10"
"8",0.65260612090887,25.765,0.554398162175244,0.372657452660945,"F1-F2-F3-F5-F6-F8-F9"
"9",0.70089939586714,25.289,0.521080638528764,0.384231945888898,"F2-F3-F4-F6-F7-F8-F9"
"10",0.744710943453914,26.744,0.529838908697342,0.383834208963241,"F1-F2-F5-F6-F7-F8-F9"
"11",0.746320936735266,25.041,0.540878379743717,0.380739819861689,"F1-F2-F3-F4-F6-F7-F8-F9"
"12",0.642673336493161,23.122,0.530541041395263,0.375111871705202,"F1-F2-F3-F5-F6-F7-F8"
"13",0.633896133852463,27.045,0.551051895175673,0.384368215002213,"F1-F2-F3-F5-F6-F7-F8-F9"
"14",0.590423340956645,26.373,0.543488379727064,0.385118870544625,"F1-F2-F3-F4-F5-F6-F7-F8"
"15",0.544361407363647,28.34,0.538682523324666,0.385854383614305,"F1-F2-F3-F4-F5-F6-F7"
"16",0.607969244472641,23.484,0.540960982951602,0.378511135591215,"F1-F2-F3-F4-F5-F6-F7-F9"
"17",0.600311397229625,23.376,0.525581760343911,0.380042438193433,"F1-F2-F4-F6-F7"
"18",0.645966809280754,23.628,0.544277236395363,0.378295922186743,"F2-F3-F4-F5-F6-F7-F9"
"19",0.567443143618368,27.762,0.548673353106921,0.380650394528068,"F1-F3-F4-F7-F8"
"20",0.614950066730681,28.045,0.52928394327595,0.380340926628558,"F1-F2-F3-F6-F7-F8-F9"
"21",0.565550815167733,26.678,0.531584697844797,0.381122864631528,"F1-F2-F4-F5-F6-F7-F8"
"22",0.535485083151194,23.069,0.541927689719928,0.382246348988876,"F1-F3-F5-F6-F7-F9"
"23",0.721155569126933,26.1320000000001,0.530124460954018,0.386027562918876,"F1-F2-F3-F4-F6-F7-F8-F9"
"24",0.665720534448662,27.646,0.526932429798312,0.388619087147641,"F1-F2-F3-F5-F6-F7-F9"
"25",0.675344144277303,23.2030000000001,0.531282994823693,0.385813444226695,"F2-F3-F4-F5-F6-F7-F8-F9"
"26",0.664563591547677,24.066,0.555104907010246,0.383076852244389,"F1-F2-F3-F4-F7-F8"
"27",0.561974770151141,26.813,0.543279810858796,0.381431417774618,"F1-F3-F4-F6-F7-F8-F9"
"28",0.688898394928761,27.9160000000001,0.530076245392299,0.385261021226468,"F1-F2-F3-F4-F5-F6-F7-F8-F9-F10"
"29",0.669331963001212,25.071,0.543898165522492,0.377383256438942,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"30",0.70956201552702,26.3109999999999,0.533590634478508,0.379838700121121,"F1-F2-F3-F4-F5-F6-F7-F9"
"31",0.666724634802154,21.292,0.541105633760498,0.375083897424945,"F1-F2-F3-F4-F5-F6-F7-F9"
"32",0.608812740463847,23.4690000000001,0.553555115983231,0.384616471864544,"F1-F2-F4-F5-F6-F7-F8-F9"
"33",0.618619161573914,24.521,0.539914502950486,0.385161195804017,"F1-F3-F5-F6-F7-F10"
"34",0.745137910921769,24.7470000000001,0.54157438696496,0.382597669778348,"F1-F2-F3-F4-F5-F6-F7-F9"
"35",0.512811582043663,24.659,0.533161135048388,0.386484435564024,"F1-F2-F3-F4-F5-F6-F7-F9"
"36",0.75600124695643,26.971,0.547692227156148,0.3747188555167,"F1-F2-F3-F5-F6-F7"
"37",0.622806664569962,23.95,0.542123708714512,0.378384063716483,"F1-F2-F3-F4-F5-F6-F9"
"38",0.627089226263998,25.8,0.532658718262953,0.375121935026714,"F2-F3-F4-F5-F7-F8"
"39",0.680642675952563,24.8280000000001,0.534812918336774,0.376153739017022,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"40",0.70547132576766,22.7079999999999,0.533300885470778,0.372696890672218,"F1-F3-F4-F5-F6-F7-F8"
"41",0.655907079658427,24.798,0.543352390319233,0.382368337048874,"F1-F2-F4-F5-F6-F7-F8-F9"
"42",0.696427870554714,24.9110000000001,0.54371881675436,0.38134773788189,"F1-F2-F3-F5-F7-F8-F9"
"43",0.535181919550683,26.182,0.547308073995305,0.376515441229816,"F1-F2-F3-F4-F5-F6-F8-F9"
"44",0.631878117666765,24.8430000000001,0.542056182572085,0.37634291067501,"F1-F2-F4-F5-F6-F7-F8-F9"
"45",0.682093460939671,26.0319999999999,0.536039703127548,0.382275272258273,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"46",0.680683118693291,25.5550000000001,0.544903255759033,0.384925723740843,"F1-F2-F3-F4-F5-F6-F7-F8"
"47",0.572365472981843,24.232,0.569379645487021,0.376653247363969,"F1-F2-F3-F4-F6"
"48",0.628106756246395,25.9400000000001,0.52820666117797,0.371600106797194,"F1-F2-F3-F4-F5-F6-F7-F8"
"49",0.684337994415853,24.74,0.552995638488043,0.3805292439589,"F1-F2-F3-F4-F5-F6-F7-F9"
"50",0.655038138049065,26.634,0.545706126911769,0.383447451933526,"F1-F2-F3-F4-F5-F6-F9"
"51",0.6917424696638,24.057,0.528277582876258,0.384708814762007,"F1-F2-F3-F4-F5-F6-F8"
"52",0.659107804942123,24.548,0.562535970975428,0.379074305374552,"F1-F2-F3-F4-F5-F8-F9"
"53",0.652908911972235,26.71,0.532455174389105,0.379329988546943,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"54",0.633029372271422,28.1709999999998,0.541312222668484,0.376051466936743,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"55",0.582809928173898,25.1959999999999,0.521162404328156,0.379892161543543,"F2-F4-F5-F6-F7-F8"
"56",0.642008588463332,24.5060000000001,0.557637012518401,0.386081298276366,"F1-F2-F3-F4-F5-F6-F7-F9"
"57",0.637676892698257,22.6740000000002,0.554615408670631,0.387251185215265,"F1-F2-F3-F4-F5-F7-F8"
"58",0.581534498275755,27.7840000000001,0.513401658222744,0.379706026695104,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"59",0.712950537863085,23.472,0.521860746775531,0.381865373349971,"F1-F2-F3-F4-F5-F7-F8-F9"
"60",0.657825831141802,23.989,0.552694130375299,0.375766062350806,"F1-F2-F3-F5-F6-F7-F8-F9"
"61",0.81397717994087,23.155,0.53443960122015,0.375276556217957,"F1-F3-F4-F5-F6-F8-F9-F10"
"62",0.677070249614678,26.0649999999998,0.556487086568718,0.377376526527776,"F1-F2-F3-F4-F5-F6-F8"
"63",0.618671148624701,25.6099999999999,0.550556286813673,0.384859467951963,"F1-F2-F3-F4-F5-F6-F7-F8"
"64",0.608499902588405,24.74,0.544823047146791,0.383375631882898,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"65",0.736881247961542,23.7479999999998,0.538620853600575,0.382039597605162,"F1-F2-F3-F4-F5-F6-F8-F9"
"66",0.629056092336697,22.8430000000001,0.54926068003659,0.389239973991268,"F1-F2-F5-F6-F7-F8"
"67",0.696251164333134,24.165,0.548594852785201,0.378733109929706,"F1-F2-F3-F6-F8"
"68",0.665588238988969,24.556,0.538090325673966,0.37989776996878,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"69",0.64375574244497,24.865,0.558051421559038,0.383907672325484,"F1-F2-F4-F5-F6-F7-F8-F9"
"70",0.762336400354582,25.923,0.533882456496652,0.382402799021099,"F1-F2-F3-F4-F5-F6-F8-F9"
"71",0.637946250124536,23.3130000000001,0.551019515549977,0.382286511644634,"F1-F2-F4-F5-F7-F8-F9"
"72",0.641079714867499,27.9690000000001,0.533732818198659,0.381942499653572,"F2-F3-F4-F5-F6-F7-F8"
"73",0.588795565194257,24.6199999999999,0.539833415682504,0.377869952369698,"F1-F2-F3-F4-F5-F6-F7-F9"
"74",0.604974091271865,24.1500000000001,0.535439542547874,0.381829351632098,"F3-F5-F6-F7-F8-F9"
"75",0.480961301546334,23.7750000000001,0.557050103022297,0.374959813778849,"F1-F2-F3-F5-F7-F9"
"76",0.631879232226818,22.884,0.536045033512353,0.378596691505377,"F1-F2-F3-F4-F5-F6-F7-F8"
"77",0.731398134072841,27.5820000000001,0.538256622548146,0.378456477497593,"F1-F2-F3-F4-F5-F6-F7-F8-F9-F10"
"78",0.670754160624774,24.684,0.543723443508925,0.370913141668767,"F1-F2-F4-F5-F7-F8-F9"
"79",0.776087875759528,26.2089999999998,0.549187043914206,0.376481766231498,"F1-F2-F3-F4-F5-F6-F7-F9"
"80",0.569133060179618,26.2760000000001,0.539340149673454,0.373069859995533,"F1-F2-F3-F4-F5-F8-F9"
"81",0.686116587319251,25.1310000000001,0.528531738231151,0.370843568797232,"F2-F3-F4-F5-F6-F7-F9"
"82",0.609259105256256,26.152,0.548425801706769,0.380630886878603,"F1-F2-F3-F4-F5-F6-F7-F8"
"83",0.634846402225584,23.806,0.529702980774559,0.37897448654491,"F2-F3-F4-F5-F6-F7-F8-F9"
"84",0.597481773692341,24.8610000000003,0.539967273905593,0.375476008530603,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"85",0.546784264890462,26.0520000000001,0.555251152014155,0.381911317115906,"F2-F3-F4-F6-F7-F8-F9"
"86",0.683234423032673,24.8560000000002,0.551111009740593,0.381445912247371,"F1-F2-F3-F4-F5"
"87",0.662198068269737,25.3889999999997,0.548249313058035,0.378168995610605,"F1-F2-F3-F4-F6-F8-F9"
"88",0.606157742696047,21.1100000000001,0.544033994037256,0.384789992785736,"F1-F2-F3-F4-F5-F7-F8"
"89",0.608600793520907,22.8410000000003,0.543471167750063,0.374869486603316,"F1-F2-F5-F6-F7"
"90",0.680940440786909,25.6300000000001,0.548242121671348,0.374040148650053,"F1-F2-F3-F4-F5-F6-F7-F8-F9"
"91",0.60090191099222,25.1549999999997,0.537143639302969,0.379709218902345,"F1-F2-F3-F4-F5-F8"
"92",0.53664711983629,25.0410000000002,0.545547749054564,0.380481872553267,"F1-F3-F4-F6-F8-F9-F10"
"93",0.633211050308203,24.8690000000001,0.535987782921009,0.381396042578816,"F1-F2-F4-F5-F6-F8"
"94",0.746900071425362,24.473,0.544253480547944,0.383061002695672,"F1-F2-F3-F4-F5-F7-F8-F9"
"95",0.636095352973654,25.0129999999999,0.545078542179296,0.378466971578802,"F1-F2-F5-F6-F7-F8-F9"
"96",0.620836155806284,25.2669999999998,0.540590117654306,0.386129575390452,"F1-F2-F3-F4-F5-F6-F8-F9"
"97",0.60201430999655,26.8470000000002,0.547717749435997,0.386896654372228,"F1-F2-F3-F4-F7-F8"
"98",0.628380865433463,25.212,0.55384157894576,0.38272973374209,"F1-F2-F3-F4-F5-F7-F8-F9"
"99",0.52134930515187,27.5410000000002,0.536192656661024,0.387100340333128,"F1-F2-F3-F4-F5-F6-F8-F9-F10"
"100",0.660875209801716,23.364,0.538403513706993,0.382125259477588,"F1-F2-F3-F5-F6-F7-F8"
