"","X","acc","comptimes","archs"
"1",1,0.122605328110353,51.7999999999993,"multiMLP_L4_N64_D0.1_CV2"
"2",2,0.0584111501199372,57.1800000000003,"multiMLP_L4_N64_D0.1_CV2"
"3",3,0.0759290695276953,51.9200000000001,"multiMLP_L8_N64_D0.1_CV2"
"4",4,0.131921185998291,56.5300000000007,"multiMLP_L4_N64_D0.1_CV2"
"5",5,0.133012313662021,49.7700000000004,"multiMLP_L8_N64_D0.1_CV2"
"6",6,0.101098027200396,56.0800000000017,"multiMLP_L8_N64_D0.1_CV2"
"7",7,0.287442465775926,54.7600000000002,"multiMLP_L4_N64_D0.1_CV2"
"8",8,0.225480960401725,52.9099999999999,"multiMLP_L4_N64_D0.1_CV2"
"9",9,0.148760736814008,57.3799999999992,"multiMLP_L8_N64_D0.1_CV2"
"10",10,0.103989953854068,57.4200000000001,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.179358235911257,54.6900000000005,"multiMLP_L8_N64_D0.1_CV2"
"12",2,0.115255323350523,52.8500000000004,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.262452990996018,52.8299999999999,"multiMLP_L4_N64_D0.1_CV2"
"14",4,0.175194245017642,53.3099999999995,"multiMLP_L8_N64_D0.1_CV2"
"15",5,0.141003391119778,52.8099999999995,"multiMLP_L8_N64_D0.1_CV2"
"16",6,0.277075490485888,57.0599999999995,"multiMLP_L8_N64_D0.1_CV2"
"17",7,0.181759068460194,54.9200000000001,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.264646283660927,56.5799999999999,"multiMLP_L8_N64_D0.1_CV2"
"19",9,0.0375518935676169,57.6800000000003,"multiMLP_L4_N64_D0.1_CV2"
"20",10,0.266523481841057,58.2000000000007,"multiMLP_L4_N64_D0.1_CV2"
