"","X","acc","comptimes"
"1",1,0.634801717982369,219.322999999997
"2",2,0.600781363183448,216.542999999998
"3",3,0.517749652298592,217.493000000002
"4",4,0.623371229654984,218.243999999999
"5",1,0.6481379248033,218.189000000002
"6",2,0.626411992479153,217.847000000002
"7",3,0.688189204470068,217.259999999998
"8",4,0.620913080648011,217.272999999997
"9",1,0.672117258376815,219.624
"10",2,0.714143132692227,217.634999999998
"11",3,0.731478363620434,218.91
"12",4,0.603119775013413,216.244999999999
"13",1,0.594481784891699,218.760000000002
"14",2,0.568477873079457,219.647000000001
"15",3,0.500153649955901,218.124
"16",4,0.558761120604722,217.793000000001
"17",1,0.601814912571833,220.175999999999
"18",2,0.610579624477176,220.042999999998
"19",3,0.565464159783084,222.734
"20",4,0.611455165075689,221.277999999998
