"","X","acc","comptimes","archs"
"1",1,0.0698913435212047,50.2200000000012,"multiMLP_L8_N16_D0.1_CV1"
"2",2,0.122004936135635,49.1599999999999,"multiMLP_L8_N16_D0.1_CV1"
"3",3,0.109311373313269,49.2999999999993,"multiMLP_L8_N16_D0.3_CV1"
"4",4,0.139955528224727,51.0900000000001,"multiMLP_L4_N16_D0.1_CV1"
"5",5,-0.0248814284105735,54.8199999999997,"multiMLP_L4_N16_D0.1_CV1"
"6",6,0.00901312559770682,50.0399999999991,"multiMLP_L8_N16_D0.1_CV1"
"7",7,-0.0442694914834515,48.5900000000001,"multiMLP_L8_N64_D0.1_CV1"
"8",8,-0.0176505468989525,48.5799999999999,"multiMLP_L4_N16_D0.3_CV1"
"9",9,0.120699930452104,49.9899999999998,"multiMLP_L4_N64_D0.3_CV1"
"10",10,0.0634154459929777,47.7099999999991,"multiMLP_L8_N64_D0.3_CV1"
"11",1,-0.0750563041162438,49.8899999999994,"multiMLP_L4_N16_D0.3_CV1"
"12",2,-0.0594967266724044,50.1100000000006,"multiMLP_L4_N16_D0.1_CV1"
"13",3,0.0895896449791706,51.9899999999998,"multiMLP_L8_N16_D0.1_CV1"
"14",4,0.0514487831144347,48.9300000000003,"multiMLP_L8_N64_D0.1_CV1"
"15",5,0.000639657046418785,49.9500000000007,"multiMLP_L8_N64_D0.1_CV1"
"16",6,0.140172775916974,50.0900000000001,"multiMLP_L4_N64_D0.1_CV1"
"17",7,-0.0489204319561727,49.5599999999995,"multiMLP_L8_N16_D0.1_CV1"
"18",8,0.134870919237571,50.6900000000005,"multiMLP_L8_N16_D0.3_CV1"
"19",9,0.0418804939061305,50.7800000000007,"multiMLP_L4_N64_D0.3_CV1"
"20",10,-0.25070774218572,48.8299999999999,"multiMLP_L4_N64_D0.1_CV1"
