"","X","acc","comptimes"
"1",1,0.846658652907911,282.634999999995
"2",2,0.890991072481051,280.873
"3",3,0.851816524149957,284.023999999998
"4",4,0.893731674267997,283.404999999999
"5",1,0.853536926073915,282.93
"6",2,0.84050040716404,283.253000000004
"7",3,0.917523063629263,286.082000000002
"8",4,0.882008920987466,283.632999999994
"9",1,0.904369537307772,283.205000000002
"10",2,0.886843215566316,284.116999999998
"11",3,0.914965866970917,284.728999999999
"12",4,0.874791110828219,284.398999999998
"13",1,0.877353646957387,283.190000000002
"14",2,0.903102502249498,284.448000000004
"15",3,0.850211972312131,283.968999999997
"16",4,0.873291673499719,280.769
"17",1,0.850402154049066,289.610000000001
"18",2,0.895735907503765,293.122000000003
"19",3,0.892493320551483,287.788
"20",4,0.917385515085036,288.663999999997
