"","X","acc","comptimes","archs"
"1",1,0.220426046280026,53.2900000000009,"multiMLP_L8_N64_D0.1_CV2"
"2",2,0.204503810275123,58.869999999999,"multiMLP_L4_N16_D0.1_CV2"
"3",3,0.17733259722725,52.8299999999981,"multiMLP_L8_N64_D0.1_CV2"
"4",4,0.129332805327506,56.8799999999974,"multiMLP_L8_N64_D0.1_CV2"
"5",5,0.195818820773931,51.9599999999991,"multiMLP_L8_N64_D0.1_CV2"
"6",6,0.335201804897547,58.1100000000006,"multiMLP_L8_N16_D0.1_CV2"
"7",7,0.346825472367431,59.369999999999,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.199845239503722,51.6399999999994,"multiMLP_L8_N64_D0.1_CV2"
"9",9,0.228380928079759,57.5200000000004,"multiMLP_L8_N64_D0.1_CV2"
"10",10,0.162266741630852,56.5499999999993,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.311075100392763,58.1399999999994,"multiMLP_L4_N64_D0.3_CV2"
"12",2,0.349760705548079,52.8599999999969,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.268226221770382,56.0600000000013,"multiMLP_L8_N64_D0.1_CV2"
"14",4,0.217160547489853,52.4300000000003,"multiMLP_L8_N64_D0.1_CV2"
"15",5,0.181235673855049,54.0099999999984,"multiMLP_L8_N64_D0.1_CV2"
"16",6,0.492659082920523,59.0299999999988,"multiMLP_L4_N64_D0.3_CV2"
"17",7,0.264765917017386,55.5299999999988,"multiMLP_L4_N64_D0.1_CV2"
"18",8,0.431701237675641,56.8300000000017,"multiMLP_L4_N64_D0.1_CV2"
"19",9,0.227783942380734,62.9500000000007,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.338803099030739,57.9700000000012,"multiMLP_L8_N64_D0.1_CV2"
