"","X","acc","comptimes"
"1",1,0.595310199633688,282.808999999994
"2",2,0.733814484762451,282.097000000009
"3",3,0.639542056258855,280.209000000003
"4",4,0.714980083965708,285.466
"5",1,0.686395638269762,282.271000000008
"6",2,0.495901375052217,283.270000000004
"7",3,0.688757091663176,284.600000000006
"8",4,0.649878899849976,279.351999999999
"9",1,0.707474585483822,285.726999999999
"10",2,0.60100488000914,286.030999999988
"11",3,0.745686835326287,284.190000000002
"12",4,0.732251381781311,285.766999999993
"13",1,0.693025186552105,279.989000000001
"14",2,0.611413800146552,281.649000000005
"15",3,0.629494604190925,283.630999999994
"16",4,0.650632683660854,285.973999999987
"17",1,0.612860570251329,291.180999999997
"18",2,0.719257921842765,292.793000000005
"19",3,0.708670253916283,288.592999999993
"20",4,0.731441234325043,289.998000000007
