"","X","acc","comptimes","archs"
"1",1,0.0271926580009644,52.6800000000003,"multiMLP_L4_N64_D0.1_CV1"
"2",2,0.139985871710715,51.8699999999999,"multiMLP_L4_N16_D0.1_CV1"
"3",3,0.0127373238901681,69.6700000000001,"multiMLP_L8_N16_D0.1_CV1"
"4",4,0.190460847878415,48.2799999999997,"multiMLP_L4_N64_D0.1_CV1"
"5",5,-0.0258681519502441,49.1000000000004,"multiMLP_L8_N16_D0.3_CV1"
"6",6,-0.0903835064799722,48.3399999999992,"multiMLP_L8_N64_D0.1_CV1"
"7",7,-0.0628808028937265,49.9400000000005,"multiMLP_L8_N16_D0.3_CV1"
"8",8,0.0291121207856813,50.1800000000003,"multiMLP_L4_N64_D0.3_CV1"
"9",9,-0.0236349240803779,48.8299999999999,"multiMLP_L8_N64_D0.3_CV1"
"10",10,0.0428888941656016,47.9800000000005,"multiMLP_L8_N16_D0.1_CV1"
"11",1,-0.147329541966744,48.1299999999992,"multiMLP_L8_N16_D0.1_CV1"
"12",2,-0.112803802302711,48.79,"multiMLP_L4_N64_D0.3_CV1"
"13",3,-0.0196508842702582,47.5699999999997,"multiMLP_L4_N16_D0.1_CV1"
"14",4,0.0172173031327515,46.04,"multiMLP_L8_N16_D0.3_CV1"
"15",5,-0.0856166703735885,67.9499999999998,"multiMLP_L4_N64_D0.3_CV1"
"16",6,-0.126295336651896,48.1100000000006,"multiMLP_L8_N16_D0.3_CV1"
"17",7,0.0843878885983848,48.4200000000001,"multiMLP_L4_N64_D0.3_CV1"
"18",8,-0.0579449610924963,49.0600000000004,"multiMLP_L8_N16_D0.3_CV1"
"19",9,0.138701298889734,50.2799999999997,"multiMLP_L4_N16_D0.1_CV1"
"20",10,0.00823759281307165,48.4499999999998,"multiMLP_L8_N16_D0.1_CV1"
