"","acc","comptimes"
"1",0.624015475764704,784.58
"2",0.744098672427829,791.99
"3",0.708320414548538,769.54
"4",0.682320609699616,804.24
"5",0.71066057498014,784.86
"6",0.766680512918941,790.45
"7",0.732210534134192,774.599999999999
"8",0.726612174929222,814.12
"9",0.721380344365072,798.07
"10",0.811584539208908,783.969999999999
"11",0.730192847029832,792.280000000001
"12",0.758030998401778,796.059999999999
"13",0.713211247869719,789.299999999999
"14",0.690661410004082,784.73
"15",0.781404506606551,786.190000000001
"16",0.796479944751845,795.290000000001
"17",0.682432389001574,802.949999999999
"18",0.735704312752876,786.869999999999
"19",0.760699204457458,825.380000000001
"20",0.675965746911283,791.080000000002
"21",0.751285172553562,773.110000000001
"22",0.753554220201486,802.469999999998
"23",0.749296454410159,794.029999999999
"24",0.648571759749563,792.330000000002
"25",0.735252354319569,762.84
"26",0.697259961750094,796.61
"27",0.687172394217796,799.2
"28",0.732174771550929,779.91
"29",0.729604898222932,791.75
"30",0.784547215791723,792.64
"31",0.781519182424487,787.8
"32",0.678414270188591,802.349999999999
"33",0.751433128068293,785.56
"34",0.736694511501609,793.83
"35",0.772343811677828,786.96
"36",0.699745567501481,795.42
"37",0.6620995681303,800.68
"38",0.754917218606903,805.380000000001
"39",0.724975445146992,783.84
"40",0.770960995999219,788.42
"41",0.696692122607059,779.230000000001
"42",0.682759902337486,794.59
"43",0.728229001651783,783.91
"44",0.721314448058495,796.75
"45",0.679825732136896,795.529999999999
"46",0.794865876432351,775.110000000001
"47",0.830727418271848,780.529999999999
"48",0.756391433484554,786.790000000001
"49",0.813626108901533,819.93
"50",0.745510871713729,767.529999999999
"51",0.719234390458621,776.43
"52",0.833164461820331,799.72
"53",0.716253189058001,753.32
"54",0.722559791450747,772.19
"55",0.751423910801901,778.73
"56",0.767404956148403,771.93
"57",0.784245008680128,792.72
"58",0.717867700929847,787.47
"59",0.747269392788386,785.49
"60",0.846230345452671,792.5
"61",0.666936070371465,792.91
"62",0.742394782754915,783.839999999998
"63",0.710772794306047,763.68
"64",0.753323718876244,772.140000000001
"65",0.732024135301989,792.539999999999
"66",0.668281237873738,791.370000000001
"67",0.787500438611813,783.610000000001
"68",0.726226425079504,805.449999999999
"69",0.742546119975037,802.85
"70",0.699399885968318,755.559999999999
"71",0.753588778116213,770.389999999998
"72",0.715562540268384,782.509999999998
"73",0.775755918346167,792.16
"74",0.778384921810143,784.389999999999
"75",0.703422235890798,786.459999999999
"76",0.755842889057107,783.42
"77",0.751802365080821,778.07
"78",0.825371987061816,802.67
"79",0.737158912193853,792.39
"80",0.701347142659548,782.26
"81",0.710057161469131,774.52
"82",0.826110291465885,781.14
"83",0.703664716272551,785.69
"84",0.732989747938592,796.78
"85",0.734836244739504,791.4
"86",0.71606905473224,797.990000000001
"87",0.760824344155271,765.16
"88",0.701641734277643,781.42
"89",0.739240089386236,799.6
"90",0.750042848906376,786.190000000001
"91",0.737297220007226,790.560000000001
"92",0.768331678745315,802.59
"93",0.699557587792899,793.900000000001
"94",0.707407527226746,778.259999999998
"95",0.786147518076787,808.309999999999
"96",0.75582142173007,797.949999999999
"97",0.785082022010231,768.610000000001
"98",0.69856586543255,773.09
"99",0.69653440796483,793.5
"100",0.726391340320085,768.400000000001
"101",0.641871279312472,790.17
"102",0.787025650806504,793.78
"103",0.705572312107971,809.9
"104",0.712756578280444,783.8
"105",0.739117494609421,793.92
"106",0.698909223552427,796.059999999999
"107",0.695752116055201,790.95
"108",0.699800802022632,781.110000000001
"109",0.72657774188447,808.360000000001
"110",0.784449025230133,778.759999999999
"111",0.840013203287785,797.41
"112",0.707679308258078,798.660000000002
"113",0.780311711228007,791.32
"114",0.729655726390268,791.199999999999
"115",0.799567691053257,777.93
"116",0.737701504346497,794.050000000001
"117",0.778325448356963,782.140000000001
"118",0.74858292010268,818.799999999999
"119",0.777131804659615,810.669999999998
"120",0.700655151604792,794.330000000002
"121",0.651662364074496,822.119999999999
"122",0.702469987564533,793.099999999999
"123",0.71093610309971,788.269999999997
"124",0.773836099617749,787.439999999999
"125",0.749717979747288,718.91
"126",0.677844284606931,791.51
"127",0.745438314967814,789.41
"128",0.726549734198028,788.91
"129",0.734053922605838,803.31
"130",0.736866766788159,783.28
"131",0.778897963155162,788.67
"132",0.72379871081844,785.75
"133",0.805579254859688,803.34
"134",0.770665056276169,781.58
"135",0.694446988386591,791.389999999999
"136",0.645886842311807,800.130000000001
"137",0.743083143342448,785.639999999999
"138",0.76845700895504,807.51
"139",0.723290509911931,787.27
"140",0.734795931432042,767.210000000001
"141",0.729874147412929,801.190000000001
"142",0.686187351018703,784.76
"143",0.714386913714982,791.339999999998
"144",0.678172967789308,798.179999999998
"145",0.681562538197021,778.24
"146",0.684797230181844,812.959999999999
"147",0.819366511710025,789.370000000003
"148",0.716774657135062,813
"149",0.777614112137768,803.959999999999
"150",0.742035415218604,744.740000000002
"151",0.693077220152578,805.01
"152",0.780101130460236,824.7
"153",0.718303119894485,788.59
"154",0.702365333419091,787.34
"155",0.744063177383431,786.81
"156",0.806065591895128,790.36
"157",0.842605609667415,774.64
"158",0.628489817112053,794.820000000001
"159",0.775699789798635,772.76
"160",0.773763926723784,800.31
"161",0.74010007900441,795.530000000001
"162",0.721550887411411,790.290000000001
"163",0.845370618245773,790.459999999999
"164",0.698230971971322,805.219999999999
"165",0.832649559557538,799.02
"166",0.686843633520515,769.730000000001
"167",0.722729152925973,791.17
"168",0.753597706559563,806.940000000001
"169",0.739005578150467,802.699999999999
"170",0.764781087559246,804.139999999998
"171",0.796659094903524,796.329999999998
"172",0.694350371757113,787.639999999999
"173",0.69906510026914,806.130000000001
"174",0.74399772771339,796.900000000001
"175",0.752790939271997,738.470000000001
"176",0.738134720909289,807.76
"177",0.756306969317229,798.18
"178",0.730210261875067,786.2
"179",0.733337269734278,771.49
"180",0.697300121627013,815.89
"181",0.705301878043436,780.63
"182",0.793541352198611,811.15
"183",0.684206966836087,779.64
"184",0.758084285426554,796.33
"185",0.762810804927816,791.95
"186",0.785057528558416,785.16
"187",0.793101074359845,782.5
"188",0.783338015026145,775.809999999999
"189",0.722698381120065,799.84
"190",0.69874231722981,811.32
"191",0.790709352471869,796.320000000002
"192",0.649260800905569,775.75
"193",0.728415732216011,788.360000000001
"194",0.677256915768233,783.559999999999
"195",0.654726727070746,820.869999999999
"196",0.718472303752601,797.059999999998
"197",0.796053850615295,788.23
"198",0.716478384759166,778.75
"199",0.640776767626399,784.950000000001
"200",0.812772990690407,769.899999999998
"201",0.786928415190107,808.67
"202",0.770054002705933,794.5
"203",0.699253746925515,784.98
"204",0.847569384861366,797.36
"205",0.790244401932115,789.98
"206",0.738650652245974,780.639999999999
"207",0.651782236908965,789.35
"208",0.772447655142648,771.759999999999
"209",0.74948598843887,783.27
"210",0.697588482560874,782.38
"211",0.772146039174347,778.23
"212",0.73951092723246,804.67
"213",0.723354198507383,770.98
"214",0.816480821680511,797.970000000001
"215",0.792806946626955,800.75
"216",0.775438707155399,811.199999999999
"217",0.769510273835766,791.959999999999
"218",0.652740411780918,795.389999999999
"219",0.746977442155911,785.73
"220",0.725815176072894,778.66
"221",0.709310408532261,799.080000000002
"222",0.762574666478145,758.280000000002
"223",0.688975547726455,798.420000000002
"224",0.705737490517625,778.610000000001
"225",0.801067641644189,781.110000000001
"226",0.684880997059545,791.55
"227",0.676960058900656,773.56
"228",0.710719066674158,767.19
"229",0.764106669267428,792.2
"230",0.75876889259161,780.5
"231",0.755762405356724,793.34
"232",0.727591998612064,782.38
"233",0.655981951088086,783.55
"234",0.713774587227924,802.400000000001
"235",0.728424023554551,796.37
"236",0.742894957091643,790.360000000001
"237",0.715623750829415,797.57
"238",0.803720336603718,780.83
"239",0.689186628816316,809.889999999999
"240",0.689228117841133,783.77
"241",0.661105044068296,792.51
"242",0.672658248304779,775.93
"243",0.695377463403117,785.59
"244",0.743558034680357,804.560000000001
"245",0.646063986401609,776.42
"246",0.791165977678475,797.949999999999
"247",0.734890069159554,794
"248",0.710557879617197,805.75
"249",0.784221097998661,787.280000000002
"250",0.72382589378457,765.950000000001
