"","X","acc","comptimes","archs"
"1",1,0.0786203179567827,53.3600000000001,"multiMLP_L4_N64_D0.3_CV1"
"2",2,-0.0419032360688339,48.73,"multiMLP_L4_N16_D0.3_CV1"
"3",3,-0.0451210449709015,50.3199999999999,"multiMLP_L8_N64_D0.1_CV1"
"4",4,0.0886104551804418,48.52,"multiMLP_L4_N64_D0.1_CV1"
"5",5,0.0912448251932253,46.9000000000001,"multiMLP_L8_N16_D0.1_CV1"
"6",6,-0.108754221432895,54.1300000000001,"multiMLP_L4_N16_D0.3_CV1"
"7",7,-0.0476410711605876,48.1099999999999,"multiMLP_L8_N16_D0.3_CV1"
"8",8,-0.0389844227964916,46.9900000000002,"multiMLP_L8_N64_D0.3_CV1"
"9",9,0.000144011709369178,47.7000000000003,"multiMLP_L8_N64_D0.1_CV1"
"10",10,-0.0153042661093835,47.6700000000001,"multiMLP_L8_N64_D0.3_CV1"
"11",1,0.0945807662953424,90.75,"multiMLP_L4_N16_D0.1_CV1"
"12",2,-0.00957460836939462,87.5,"multiMLP_L8_N16_D0.1_CV1"
"13",3,-0.0190479329649426,83.96,"multiMLP_L8_N16_D0.3_CV1"
"14",4,0.109939885873507,82.3099999999999,"multiMLP_L8_N16_D0.3_CV1"
"15",5,0.129185780443623,83.4000000000001,"multiMLP_L4_N64_D0.3_CV1"
"16",6,0.00838144293980244,92.6700000000001,"multiMLP_L4_N16_D0.1_CV1"
"17",7,0.0739165781653334,82.48,"multiMLP_L4_N16_D0.3_CV1"
"18",8,-0.0336097563354511,83.7400000000002,"multiMLP_L8_N64_D0.3_CV1"
"19",9,0.154267397744936,85.7800000000002,"multiMLP_L8_N16_D0.1_CV1"
"20",10,0.0124057719119799,80.2399999999998,"multiMLP_L8_N16_D0.3_CV1"
