"","X","acc","comptimes","archs"
"1",1,-0.0109179159694625,51.8799999999974,"multiMLP_L8_N16_D0.3_CV1"
"2",2,0.0139181139448749,51.3300000000017,"multiMLP_L8_N16_D0.3_CV1"
"3",3,-0.0500870334851383,51.3300000000017,"multiMLP_L4_N16_D0.1_CV1"
"4",4,0.0505164432230393,52.7900000000009,"multiMLP_L4_N64_D0.3_CV1"
"5",5,0.12907013019999,49.7999999999993,"multiMLP_L4_N64_D0.1_CV1"
"6",6,0.00551166171092413,52.2099999999991,"multiMLP_L8_N16_D0.3_CV1"
"7",7,0.0412130081920394,51.0800000000017,"multiMLP_L4_N64_D0.3_CV1"
"8",8,0.0383168796107669,51.6700000000019,"multiMLP_L8_N64_D0.1_CV1"
"9",9,0.0207047174879231,51.1500000000015,"multiMLP_L4_N16_D0.1_CV1"
"10",10,-0.0419757550797505,52.510000000002,"multiMLP_L4_N64_D0.3_CV1"
"11",1,0.147266818354158,51.9300000000003,"multiMLP_L4_N64_D0.3_CV1"
"12",2,0.0304087157152869,52.5900000000001,"multiMLP_L4_N16_D0.3_CV1"
"13",3,0.427180186252912,54.4500000000007,"multiMLP_L4_N64_D0.1_CV1"
"14",4,0.195723842642327,51.8299999999981,"multiMLP_L4_N64_D0.1_CV1"
"15",5,0.0223191523700169,52.8400000000001,"multiMLP_L4_N16_D0.3_CV1"
"16",6,0.0451983959190732,51.2799999999988,"multiMLP_L4_N64_D0.1_CV1"
"17",7,0.0613982958409729,51.5599999999977,"multiMLP_L4_N64_D0.1_CV1"
"18",8,0.250035798551428,53.3499999999985,"multiMLP_L4_N16_D0.1_CV1"
"19",9,0.343089112224672,55.0800000000017,"multiMLP_L4_N64_D0.1_CV1"
"20",10,0.0762579941430567,55.0800000000017,"multiMLP_L8_N16_D0.3_CV1"
