"","X","acc","comptimes","archs"
"1",1,0.177542834285627,52.2000000000003,"multiMLP_L8_N64_D0.1_CV2"
"2",2,0.178249572004579,51.9099999999999,"multiMLP_L4_N64_D0.3_CV2"
"3",3,0.122053563839918,62.6099999999997,"multiMLP_L8_N64_D0.1_CV2"
"4",4,-0.0136374497467558,53.6000000000004,"multiMLP_L8_N64_D0.1_CV2"
"5",5,0.189986178126438,50.46,"multiMLP_L8_N64_D0.1_CV2"
"6",6,0.0166550944945059,50.8499999999999,"multiMLP_L8_N64_D0.1_CV2"
"7",7,0.182696121121544,53.5099999999998,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.0193037619605756,53.8200000000002,"multiMLP_L8_N64_D0.1_CV2"
"9",9,0.0819359014546632,51.3099999999999,"multiMLP_L4_N64_D0.1_CV2"
"10",10,-0.056747101269532,53.25,"multiMLP_L4_N64_D0.3_CV2"
"11",1,0.129447955651757,51.1999999999998,"multiMLP_L8_N64_D0.1_CV2"
"12",2,0.119348366931697,53.6100000000001,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.0813000943219425,52.1300000000001,"multiMLP_L4_N64_D0.1_CV2"
"14",4,0.135104668940261,61.2600000000002,"multiMLP_L4_N64_D0.1_CV2"
"15",5,-0.0404590517863067,50.9199999999996,"multiMLP_L8_N64_D0.1_CV2"
"16",6,0.0338563515319064,51,"multiMLP_L8_N64_D0.1_CV2"
"17",7,0.041318006561344,52.9700000000003,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.132722209336874,53.0900000000001,"multiMLP_L8_N64_D0.1_CV2"
"19",9,0.143197567892331,53.6700000000001,"multiMLP_L4_N64_D0.1_CV2"
"20",10,0.109239072565392,47.8299999999999,"multiMLP_L4_N64_D0.1_CV2"
