"","X","acc","comptimes"
"1",1,0.934658984120663,767.462
"2",2,0.916044212923445,758.251000000018
"3",3,0.904975030102404,757.176000000007
"4",4,0.934477361051707,759.100000000006
"5",1,0.892370622090615,757.342999999993
"6",2,0.915098104982975,761.155999999988
"7",3,0.916733094208363,764.79800000001
"8",4,0.914238054245571,762.633000000002
"9",1,0.89835465465143,762.592999999993
"10",2,0.933904233086509,773.73000000001
"11",3,0.919860121009738,763.269
"12",4,0.908995657923053,761.326000000001
"13",1,0.933247353403695,767.272000000026
"14",2,0.896841650172616,765.842000000004
"15",3,0.910456077233464,768.431000000011
"16",4,0.911659349371912,766.790000000008
"17",1,0.925705263899516,768.251000000018
"18",2,0.92124623285711,768.047999999981
"19",3,0.898793542030851,768.412000000011
"20",4,0.908355742691886,770.345000000001
