"","X","acc","comptimes"
"1",1,0.559607386017595,753.292000000016
"2",2,0.568810983500015,750.635000000009
"3",3,0.565270859709283,753.380999999994
"4",4,0.683027787040653,755.475999999995
"5",1,0.5346973106988,754.051000000007
"6",2,0.498224301517529,757.975000000006
"7",3,0.681729814797676,756.462999999989
"8",4,0.545724256063339,757.716000000015
"9",1,0.626688300451521,764.487999999983
"10",2,0.623681113632546,758.146000000008
"11",3,0.57873056950433,761.744000000006
"12",4,0.571409726625371,767.356999999989
"13",1,0.582627548089499,767.876999999979
"14",2,0.524068562720411,771.626999999979
"15",3,0.530030675857589,767.793000000005
"16",4,0.545679424077052,769.747999999992
"17",1,0.652413868632035,764.867999999988
"18",2,0.675343710452297,765.550000000017
"19",3,0.653569600357629,766.522999999986
"20",4,0.555511130192266,770.214999999997
