"","X","acc","comptimes"
"1",1,0.838235649501428,758.426999999996
"2",2,0.802735301947799,761.597000000009
"3",3,0.791162632953949,748.948000000004
"4",4,0.860223559247482,757.783999999985
"5",1,0.793483237787956,765.119000000006
"6",2,0.813978123988149,761.103999999992
"7",3,0.852110378444553,755.451000000001
"8",4,0.804531366819433,757.351999999984
"9",1,0.813880614777212,759.352000000014
"10",2,0.846912200085225,762
"11",3,0.817814155693611,760.006000000023
"12",4,0.797874141260474,765.790999999997
"13",1,0.842769607015813,767.703999999998
"14",2,0.774822095463687,763.532999999996
"15",3,0.803190674621688,768.475000000006
"16",4,0.804550168253167,765.208000000013
"17",1,0.833727744713202,768.453000000009
"18",2,0.854080635231627,771.589000000007
"19",3,0.820282201818656,769.277000000002
"20",4,0.798447706737184,770.185999999987
