"","X","acc","comptimes"
"1",1,0.622085822915034,741.260999999999
"2",2,0.625473851014607,741.712
"3",3,0.614923830183564,731.080000000016
"4",4,0.693201375685943,713.25999999998
"5",1,0.610347704051131,550.419999999998
"6",2,0.613306797752945,555.231
"7",3,0.717151711318714,549.209000000003
"8",4,0.611825265182515,568.241999999998
"9",1,0.690229602806371,475.391000000003
"10",2,0.665955612964993,477.155000000013
"11",3,0.638683848964769,483.313999999998
"12",4,0.632947439999753,481.027000000002
"13",1,0.636705549660317,476.209999999992
"14",2,0.579432112046717,468.107000000004
"15",3,0.608375192382368,468.054000000004
"16",4,0.614837400788106,473.433000000005
"17",1,0.681892876088597,477.887999999992
"18",2,0.716874853022307,482.025999999998
"19",3,0.692626223619038,473.768000000011
"20",4,0.62131034617509,478.648000000001
