"","X","acc","comptimes"
"1",1,0.410940510995816,677.329
"2",2,0.467264732183546,667.65
"3",3,0.418012451809742,661.669
"4",4,0.458041368967691,648.091
"5",1,0.32897897044454,573.253
"6",2,0.151827602547225,559.682
"7",3,0.528888009308845,535.379
"8",4,0.393427326264986,515.365
"9",1,0.266184172193484,381.861
"10",2,0.31167288295981,412.166
"11",3,0.422301124530982,413.316
"12",4,0.291903478938251,412.552
"13",1,0.248599391544152,378.539
"14",2,0.270189715655159,406.17
"15",3,0.333347933782682,404.537
"16",4,0.332285263509807,407.552
"17",1,0.465460472086707,374.623
"18",2,0.464711678484094,409.277
"19",3,0.540379007582206,407.132
"20",4,0.433109112407879,411.244
