"","X","acc","comptimes"
"1",1,0.933684554234854,724.302999999985
"2",2,0.917366700082712,746.837
"3",3,0.899177949681654,733.979000000021
"4",4,0.936146367186487,723.891000000003
"5",1,0.88892703948282,587.108999999997
"6",2,0.913547065019443,558.591000000015
"7",3,0.917848169981366,572.314000000013
"8",4,0.909802070980481,539.627000000008
"9",1,0.894877884944645,478.623000000007
"10",2,0.933343766849947,483.116000000009
"11",3,0.916964721228835,484.882999999987
"12",4,0.905289327120948,481.403999999995
"13",1,0.92993745407701,477.659
"14",2,0.896233168632464,472.000999999989
"15",3,0.908068117360435,476.278999999995
"16",4,0.910443238586481,476.907000000007
"17",1,0.922478869034542,481.669999999998
"18",2,0.918791689674177,486.406000000003
"19",3,0.89668890193731,478.786999999997
"20",4,0.90836665556472,483.108999999997
