"","X","acc","comptimes"
"1",1,0.941918644239335,703.042999999976
"2",2,0.926530266178596,692.72099999999
"3",3,0.918131266706464,693.290999999997
"4",4,0.94153206599446,701.587
"5",1,0.916717554106142,546.801000000007
"6",2,0.934409187202006,560.043000000005
"7",3,0.933752385531343,543.004000000015
"8",4,0.927118163039737,559.549999999988
"9",1,0.916109731779902,473.339000000007
"10",2,0.94422877743853,473.970000000001
"11",3,0.927511435006536,472.951000000001
"12",4,0.922875420793644,472.668999999994
"13",1,0.940508955634808,465.940000000002
"14",2,0.907854594159799,464.955000000016
"15",3,0.921410506678502,460.764999999985
"16",4,0.928415648802742,464.321999999986
"17",1,0.930895596254538,466.847000000009
"18",2,0.935054382031586,467.785000000003
"19",3,0.92042861944619,471.687999999995
"20",4,0.921310161644746,469.850000000006
