"","X","acc","comptimes"
"1",1,0.537069583811491,612.706
"2",2,0.484995770193032,682.717000000001
"3",3,0.550313603293858,652.798000000001
"4",4,0.427811403233975,683.630000000001
"5",1,0.38723860637206,527.462
"6",2,0.299765126021995,547.865
"7",3,0.567892188687359,542.096
"8",4,0.398234425958109,530.591
"9",1,0.349284657480663,410.199000000001
"10",2,0.505205555820874,415.322
"11",3,0.54887016065752,417.552
"12",4,0.453130998923284,413.56
"13",1,0.43015096575746,409.181
"14",2,0.364820212417391,404.125
"15",3,0.458240721109988,407.425999999999
"16",4,0.462862932677177,403.901
"17",1,0.585612955865916,411.877
"18",2,0.526315968610748,407.991999999999
"19",3,0.480692859231992,410.259
"20",4,0.516523494516447,406.365000000001
