"","X","acc","comptimes"
"1",1,0.697563537654214,559.125
"2",2,0.609055433738679,598.591
"3",3,0.698859223589964,566.369000000006
"4",4,0.610698100632346,600.788
"5",1,0.634736085412671,435.521000000008
"6",2,0.606655613911993,441.728000000003
"7",3,0.695918794757951,442.944000000003
"8",4,0.646016245468545,441.087
"9",1,0.595176768634643,383.124000000003
"10",2,0.695793432025414,401.067999999999
"11",3,0.687025728338043,401.767
"12",4,0.629466635304787,400.067999999999
"13",1,0.66273619679796,397.399000000005
"14",2,0.565724368593666,382.262000000002
"15",3,0.631715316933023,388.942000000003
"16",4,0.652025926910777,392.987000000001
"17",1,0.688802444989826,384.182999999997
"18",2,0.681724041622892,382.447
"19",3,0.591993927612082,392.724000000002
"20",4,0.682152415463372,398.063000000002
