"","X","acc","comptimes"
"1",1,0.900095495371465,749.606
"2",2,0.877851859589209,712.637000000002
"3",3,0.862869895283576,736.486000000004
"4",4,0.91033129054249,742.011000000013
"5",1,0.811825201467874,519.864000000001
"6",2,0.860287032496636,533.202999999994
"7",3,0.85144010784381,525.555999999997
"8",4,0.839488162588287,539.634000000005
"9",1,0.826141949341814,577.213000000003
"10",2,0.902718882760499,570.133000000002
"11",3,0.886870394260489,574.186999999991
"12",4,0.865676737189469,582.481999999989
"13",1,0.876505375091618,562.379000000001
"14",2,0.833943737922213,577.082999999999
"15",3,0.841003277210487,562.186999999991
"16",4,0.854315099728334,564.820999999996
"17",1,0.894971875041235,566.997000000003
"18",2,0.870614198110917,570.881999999998
"19",3,0.80813227719869,573.874000000011
"20",4,0.881032491110593,567.440000000002
