"","X","acc","comptimes"
"1",1,0.512387432895801,216.814
"2",2,0.524866156113937,219.713
"3",3,0.370013974279658,218.939
"4",4,0.517109051102279,217.962
"5",1,0.48306046674972,219.940000000001
"6",2,0.459385079270604,218.027
"7",3,0.640177892601672,220.022000000001
"8",4,0.531708657255155,216.874
"9",1,0.590869757902269,218.259
"10",2,0.55767331640487,218.364
"11",3,0.647326634818596,219.044999999998
"12",4,0.532915177067573,219.163
"13",1,0.522032553928409,217.052
"14",2,0.488516464650964,221.518
"15",3,0.430132430334623,218.638999999999
"16",4,0.517166437144646,216.456
"17",1,0.439731839909947,221.763000000001
"18",2,0.520546094197646,231.657999999999
"19",3,0.532872685932446,282.526
"20",4,0.590239056277131,274.473
