"","X","acc","comptimes"
"1",1,0.623249721379576,216.517
"2",2,0.597339817362432,220.083999999999
"3",3,0.500689197542078,219.987000000001
"4",4,0.597446666461831,217.881999999998
"5",1,0.609041200704087,217.842000000001
"6",2,0.602527960060299,217.852999999999
"7",3,0.681811117870767,217.124
"8",4,0.598590195801283,218.236000000001
"9",1,0.657844613598193,220.782999999999
"10",2,0.694128735791269,218.576000000001
"11",3,0.719640790600297,219.170000000002
"12",4,0.574576784892649,220.397000000001
"13",1,0.576943054096437,219.898000000001
"14",2,0.565751966217465,218.552
"15",3,0.486702186630484,221.347000000002
"16",4,0.548140208053546,220.315000000002
"17",1,0.586139048727147,223.503000000001
"18",2,0.596476716825878,223.011999999999
"19",3,0.560486800644306,221.627999999997
"20",4,0.597321744313675,222.620000000003
