"","X","acc","comptimes","archs"
"1",1,0.12791352642895,48.9399999999996,"multiMLP_L4_N64_D0.3_CV2"
"2",2,0.131464568112001,54.4700000000003,"multiMLP_L8_N64_D0.1_CV2"
"3",3,0.108345057888328,51.3699999999999,"multiMLP_L8_N64_D0.1_CV2"
"4",4,0.207638263045377,68.1800000000003,"multiMLP_L4_N64_D0.3_CV2"
"5",5,0.152591805291704,48.8000000000002,"multiMLP_L4_N64_D0.1_CV2"
"6",6,0.331063659567673,54.1599999999999,"multiMLP_L4_N64_D0.1_CV2"
"7",7,0.387004436484885,51.8899999999994,"multiMLP_L4_N64_D0.1_CV2"
"8",8,0.127083762231862,49.4899999999998,"multiMLP_L8_N64_D0.1_CV2"
"9",9,0.300182788374208,55.9499999999998,"multiMLP_L4_N64_D0.1_CV2"
"10",10,0.147248002478015,53.71,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.263353494779562,50.6099999999997,"multiMLP_L8_N64_D0.1_CV2"
"12",2,0.269641514954478,63.9899999999998,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.271751216174231,52.5200000000004,"multiMLP_L8_N64_D0.1_CV2"
"14",4,0.197630269935445,51.4400000000005,"multiMLP_L8_N64_D0.1_CV2"
"15",5,0.157873096370148,49.2799999999997,"multiMLP_L4_N64_D0.1_CV2"
"16",6,0.453648463514518,56.2199999999993,"multiMLP_L4_N64_D0.1_CV2"
"17",7,0.194296127383959,52.3100000000004,"multiMLP_L4_N64_D0.1_CV2"
"18",8,0.293941713018595,54.1399999999994,"multiMLP_L4_N64_D0.3_CV2"
"19",9,0.160442109775343,55.3099999999995,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.330935571591906,54,"multiMLP_L8_N64_D0.1_CV2"
