"","X","acc","comptimes","pen"
"1",1,0.585551559293054,153.937,0.366629835644839
"2",2,0.569148740888125,155.529,0.361473490205569
"3",3,0.45964406513309,141.511,0.354849164244383
"4",4,0.548847307211262,163.69,0.357491935430935
"5",5,0.606706000412541,153.438,0.361939193674522
"6",6,0.583559800998278,140.922,0.365940199097742
"7",7,0.682623947443209,175.787,0.358938957860963
"8",8,0.585529678394324,151.145,0.366926122736882
"9",9,0.651434764285511,153.318,0.355504259183247
"10",10,0.709047987630988,148.035,0.357598179320238
"11",11,0.707864617336944,141.179,0.359541228160146
"12",12,0.603219966608692,147.245,0.358625866506912
"13",13,0.568221120061339,149.199,0.368576833645476
"14",14,0.549424011749601,147.044,0.365196856315122
"15",15,0.501484382586838,134.611,0.362691134057208
"16",16,0.532005018226923,143.675,0.361273155218431
"17",17,0.552588033372022,140.106,0.356304990905186
"18",18,0.583753837565012,135.73,0.370380885649646
"19",19,0.545016223579859,152.626,0.367467474667832
"20",20,0.572558264034147,153.221,0.358682211271442
"21",21,0.492123892042199,150.257,0.360697603558392
"22",22,0.475127940931613,140.257,0.362536138829518
"23",23,0.685500654303411,153.326,0.359207424874412
"24",24,0.614511590385734,140.268,0.357419157621581
"25",25,0.618852181442214,144.907,0.360425172385032
"26",26,0.637470095262145,135.456,0.36869931216495
"27",27,0.53471177694141,133.975,0.363076245854254
"28",28,0.640213823379384,150.262,0.361918883808106
"29",29,0.626776443596907,142.117,0.36390207887322
"30",30,0.662415298944782,135.085,0.361027231318451
"31",31,0.619047844718946,142.735000000001,0.361556291365254
"32",32,0.530621908888342,135.329,0.368972489254868
"33",33,0.567200844192402,142.548,0.361011013869625
"34",34,0.70510135420061,138.995000000001,0.363219145078029
"35",35,0.484295785067563,148.821,0.360381694129248
"36",36,0.731624552954248,150.703,0.366103185751672
"37",37,0.585963308997006,145.679999999999,0.35875432355153
"38",38,0.521700981951262,141.918000000001,0.359040930379243
"39",39,0.657152138078581,147.539,0.359427374165736
"40",40,0.667691185209212,146.148,0.356173141629825
"41",41,0.583646290159946,172.026,0.36409937927431
"42",42,0.672623267025996,133.669000000001,0.36616290455311
"43",43,0.45861469297802,153.940000000001,0.365373956825195
"44",44,0.562493596965247,152.403,0.358691327886475
"45",45,0.630785119938268,139.088,0.360698464862396
"46",46,0.619270449753824,157.26,0.365972223144934
"47",47,0.527502932220988,107.369,0.374979494551785
"48",48,0.578900235524084,108.991999999999,0.354322752945222
"49",49,0.650539694632333,74.116,0.368805885739323
"50",50,0.617526046305416,92.9399999999996,0.365246596092931
"51",1,0.651069757469454,157.371,0.357694547323911
"52",2,0.61736044223884,149.027,0.373019493125247
"53",3,0.605236690564807,139.874,0.359095884520178
"54",4,0.591228462004296,149.903,0.361107045423436
"55",5,0.559533652152449,148.897,0.34820480653397
"56",6,0.564287505436331,142.476,0.364626126572097
"57",7,0.603848345350192,190.538,0.365784484793781
"58",8,0.524520103007263,153.803,0.354144197895718
"59",9,0.6806383046366,161.318,0.35343994055301
"60",10,0.627579151275843,145.829,0.371623329472674
"61",11,0.773474174142031,167.437,0.354480177121527
"62",12,0.629624205563985,141.9,0.368009840783394
"63",13,0.531511475326099,142.015,0.366225522670935
"64",14,0.549244991715442,149.145,0.362027503004647
"65",15,0.703582516752745,139.219,0.360317359478862
"66",16,0.587378748677779,142.715,0.369042201607281
"67",17,0.624636924558088,155.229,0.366256856352566
"68",18,0.614227702884853,153.151,0.361199641949543
"69",19,0.619120957770766,134.197,0.373990111794783
"70",20,0.721148552492196,145.734,0.357791713386061
"71",21,0.617225851503897,140.914,0.366736369822919
"72",22,0.592668822824841,154.427,0.365678931984314
"73",23,0.523021275679608,158.72,0.358356121137543
"74",24,0.545907669613846,150.049,0.361920295959257
"75",25,0.390603552535537,158.19,0.365959921525637
"76",26,0.574290774322977,144.052,0.358278333672561
"77",27,0.692591373201448,167.632,0.362511044641033
"78",28,0.63734788031818,157.189,0.361121216382634
"79",29,0.750012232705498,140.145,0.367821287246267
"80",30,0.525619699066599,152.056,0.36434662737153
"81",31,0.65758475642407,145.509,0.358754924361866
"82",32,0.540471609746919,161.526,0.364897042535703
"83",33,0.562343252364439,169.256,0.355072317686971
"84",34,0.519986555673317,177.552,0.359940805017214
"85",35,0.477713292357953,142.845,0.362813299870299
"86",36,0.617485151903252,145.549,0.367220795968915
"87",37,0.596289809621309,143.562999999999,0.365917765498436
"88",38,0.577596005853928,152.163,0.362653392860559
"89",39,0.528724068474376,147.214999999999,0.36200196685436
"90",40,0.613501912363228,140.772000000001,0.365050006136709
"91",41,0.534138096697757,148.61,0.358338279325809
"92",42,0.465404760099915,140.876999999999,0.366485803956536
"93",43,0.584787186407053,159.518,0.362014961948038
"94",44,0.697836929814731,133.605,0.363914012853517
"95",45,0.571503023258894,124.927,0.365985936837429
"96",46,0.587331537603676,104.372,0.362333053702533
"97",47,0.538927437900062,83.299,0.362945118934545
"98",48,0.598043366929991,76.5690000000004,0.367503580666846
"99",49,0.441685436994779,85.7480000000005,0.360389073671976
"100",50,0.609413276657189,68.7539999999999,0.362905580971772
