"","X","acc","comptimes"
"1",1,0.377618519185291,218.467999999999
"2",2,0.449762699319479,218.033000000001
"3",3,0.3077328638369,217.094999999999
"4",4,0.466880412826686,238.644
"5",1,0.394320938842355,216.267
"6",2,0.388847386703376,217.348000000001
"7",3,0.604612268464454,217.511
"8",4,0.473473006747299,216.541000000001
"9",1,0.535662881225907,217.186
"10",2,0.442186540768982,217.528
"11",3,0.593404456554792,219.226999999999
"12",4,0.539241665480508,218.538
"13",1,0.520187272038664,218.143
"14",2,0.456461002345729,216.483
"15",3,0.414423198673898,218.42
"16",4,0.538661809120972,220.002999999999
"17",1,0.412874333276982,224.487999999999
"18",2,0.496604766400761,219.385
"19",3,0.540441551877367,221.967000000001
"20",4,0.551268153326957,223.77
