"","X","acc","comptimes","pen"
"1",1,0.298673548368143,142.348,0.366629835644839
"2",2,0.53747100220073,150.909,0.361473490205569
"3",3,0.410884941496625,130.111,0.354849164244383
"4",4,0.517337495234396,158.105,0.357491935430935
"5",5,0.453036151367532,148.148,0.361939193674522
"6",6,0.374026994015411,147.493,0.365940199097742
"7",7,0.644328738120283,138.86,0.358938937210644
"8",8,0.55394768034548,142.421,0.366926122890402
"9",9,0.60435315037444,157.069,0.355504259183247
"10",10,0.477419965577822,146.87,0.357598179320238
"11",11,0.583754033851369,156.922,0.359541228160146
"12",12,0.591555350032695,154.537,0.358625866506912
"13",13,0.562110551632311,152.204,0.368576833403344
"14",14,0.51035887063627,142.469,0.365196856315122
"15",15,0.468367786658755,133.668,0.362691134057209
"16",16,0.55428428817902,145.995,0.361273155218431
"17",17,0.430769133813353,150.67,0.356304990905186
"18",18,0.577428477371299,139.095,0.370380885649646
"19",19,0.501161680154636,148.652,0.367467474667832
"20",20,0.590180413256468,153.654,0.358682211262019
"21",21,0.387731975064667,160.211,0.360697603558392
"22",22,0.478569932157692,141.351,0.362536138829518
"23",23,0.529809698042119,161.145,0.359207424874412
"24",24,0.592966882427383,150.137,0.357419157621581
"25",25,0.529441926445116,145.922,0.360425172374044
"26",26,0.595507389175929,145.095,0.368699312115868
"27",27,0.417919328321657,139.503,0.363076245854254
"28",28,0.578998955323801,145.19,0.361918883808106
"29",29,0.631051616783299,153.281,0.36390207887322
"30",30,0.474172580521482,149.163,0.361027231318451
"31",31,0.490839962400107,148.469,0.361556291365254
"32",32,0.40214448777404,147.556,0.368972499772136
"33",33,0.504691835489344,153.184,0.361011013869625
"34",34,0.666535363146979,145.224,0.363219145078029
"35",35,0.448196016520194,153.565,0.360381694129248
"36",36,0.553622901683032,136.212,0.366103185751672
"37",37,0.511560331423842,139.842,0.358754323617598
"38",38,0.462946173706731,153.323,0.359040930379243
"39",39,0.596926112654588,140.677,0.359427374165736
"40",40,0.575567261244789,156.908,0.356173151864644
"41",41,0.564495187878278,148.306,0.364099379302237
"42",42,0.596964048988155,152.049,0.366162894164839
"43",43,0.598261372593181,150.048,0.365373946188973
"44",44,0.441267557734345,148.959,0.358691327886475
"45",45,0.577266373282771,153.639,0.360698464862396
"46",46,0.616148348818484,170.746,0.365972223144934
"47",47,0.646441884617424,107.186,0.374979494551785
"48",48,0.425051309417688,100.182,0.354322752945222
"49",49,0.655033306696305,78.9189999999999,0.368805885739303
"50",50,0.5613967151749,97.1349999999993,0.365246596092931
"51",1,0.644403076816826,152.534,0.357694547323911
"52",2,0.461305471054627,140.597,0.373019493125247
"53",3,0.669014474352127,153.294,0.359095894886764
"54",4,0.584692228780024,152.062,0.361107045423436
"55",5,0.522980559367033,200.341,0.348204806515243
"56",6,0.615340916994786,143.774,0.364626126572097
"57",7,0.512716374025185,143.7,0.365784494976006
"58",8,0.574145341209314,151.949,0.354144197895718
"59",9,0.360445524895896,158.042,0.35343994055301
"60",10,0.616491475684376,146.535,0.371623329471294
"61",11,0.577136024174465,165.398,0.354480177121527
"62",12,0.546040227881639,159.015,0.368009830332566
"63",13,0.505397109232561,146.302,0.366225522670935
"64",14,0.426246625542191,151.576,0.362027503004647
"65",15,0.644810102224122,158.37,0.360317359403706
"66",16,0.564065752173843,156.028,0.369042201607281
"67",17,0.550487384486016,143.975,0.366256866813087
"68",18,0.574487093147383,159.184,0.361199642006828
"69",19,0.585987293786755,141.457,0.373990122332761
"70",20,0.644963614329157,139.865,0.35779171337731
"71",21,0.546846978839677,142.555,0.366736369936027
"72",22,0.534054112132211,156.558,0.36567894246655
"73",23,0.444838724343868,156.785,0.358356121155774
"74",24,0.444692470704269,151.617,0.361920285623357
"75",25,0.44350740591651,162.433,0.365959921525637
"76",26,0.600284934430564,147.095,0.358278333681369
"77",27,0.595822498340089,141.089,0.362511034233656
"78",28,0.593747602727164,153.112,0.361121216416951
"79",29,0.676525123371197,151.464,0.367821276797932
"80",30,0.480238557948025,164.608999999999,0.364346627456774
"81",31,0.565714208507245,149.882000000001,0.358754924361866
"82",32,0.603802200635358,183.813999999999,0.364897042444543
"83",33,0.46593629218347,158.202,0.355072307457988
"84",34,0.460159962362047,150.735000000001,0.359940794686463
"85",35,0.407227826065192,152.467,0.362813299922372
"86",36,0.573640364867095,146.711,0.367220806488
"87",37,0.471713405290792,146.87,0.36591776556658
"88",38,0.583033707120298,148.873,0.362653382489578
"89",39,0.541997791009656,157.413,0.362001977191062
"90",40,0.544458486581575,156.146000000001,0.365050006136709
"91",41,0.480338102638176,152.651,0.358338279252507
"92",42,0.494565970579132,149.303000000001,0.366485793454705
"93",43,0.455294910140903,161.584999999999,0.362014972371361
"94",44,0.676207204440146,142.838,0.363914012853517
"95",45,0.490688247379813,141.965999999999,0.365985936837429
"96",46,0.560626435919389,124.276,0.36233305380339
"97",47,0.401875143418592,81.808,0.362945118934545
"98",48,0.511085686318076,79.1199999999999,0.367503580874133
"99",49,0.539078782681659,79.3650000000007,0.360389063334762
"100",50,0.412683973799148,77.3249999999998,0.362905580971772
