"","X","acc","comptimes"
"1",1,0.4838985054519,278.819000000003
"2",2,0.633362073655973,278.959000000003
"3",3,0.487797327847495,280.392
"4",4,0.626066217435736,277.557000000001
"5",1,0.532207360670168,281.811999999998
"6",2,0.492424599133048,280.448000000004
"7",3,0.700758652251175,282.777999999998
"8",4,0.594098153023373,281.976999999999
"9",1,0.678268600794957,284.474999999999
"10",2,0.536809111080163,283.760000000002
"11",3,0.706568916259236,284.385000000002
"12",4,0.653373586524352,282
"13",1,0.646299449882758,283.835999999996
"14",2,0.594234263665867,282.263000000006
"15",3,0.515588146367873,279.781999999999
"16",4,0.6600538437634,281.095999999998
"17",1,0.521227661708436,283.962999999996
"18",2,0.66978812620189,286.743999999999
"19",3,0.664990221899382,284.923000000003
"20",4,0.677185664382861,283.925999999999
