"","X","acc","comptimes","archs"
"1",1,-0.0362288957546959,51.53,"multiMLP_L4_N16_D0.3_CV1"
"2",2,-0.119215971265231,49.12,"multiMLP_L8_N64_D0.1_CV1"
"3",3,-0.0771040569517517,48.53,"multiMLP_L4_N16_D0.1_CV1"
"4",4,-0.00984014532482778,48.64,"multiMLP_L8_N64_D0.1_CV1"
"5",5,0.247224027863864,50.56,"multiMLP_L4_N64_D0.3_CV1"
"6",6,0.0306474975536186,49.11,"multiMLP_L8_N16_D0.1_CV1"
"7",7,-0.0727332388040639,48.02,"multiMLP_L4_N64_D0.1_CV1"
"8",8,-0.0282947296524896,49.3499999999999,"multiMLP_L8_N64_D0.3_CV1"
"9",9,0.282608042100535,48.71,"multiMLP_L4_N64_D0.1_CV1"
"10",10,0.12861728937319,48.4599999999999,"multiMLP_L4_N16_D0.3_CV1"
"11",1,-0.0318365809762539,51.36,"multiMLP_L8_N16_D0.1_CV1"
"12",2,0.0656876376702824,49.62,"multiMLP_L8_N16_D0.3_CV1"
"13",3,0.0124148252848255,49.75,"multiMLP_L4_N16_D0.3_CV1"
"14",4,0.0225613579615638,48.05,"multiMLP_L8_N64_D0.1_CV1"
"15",5,-0.0886993323248729,49.2900000000001,"multiMLP_L8_N16_D0.1_CV1"
"16",6,-0.0271001763524364,48.8199999999999,"multiMLP_L4_N64_D0.3_CV1"
"17",7,-0.0661378867274065,49.22,"multiMLP_L8_N16_D0.3_CV1"
"18",8,0.0505776824056496,48.53,"multiMLP_L8_N16_D0.1_CV1"
"19",9,0.031550338526759,49.25,"multiMLP_L4_N16_D0.3_CV1"
"20",10,-0.0890388111449184,48.22,"multiMLP_L4_N16_D0.3_CV1"
