"","X","acc","comptimes"
"1",1,0.434398055492708,288.364999999998
"2",2,0.629607547668319,289.480000000003
"3",3,0.403792554925281,287.550000000003
"4",4,0.605560798690126,292.599999999999
"5",1,0.42772971403554,289.147999999994
"6",2,0.525179702543987,290.332000000002
"7",3,0.721642760800112,290.644
"8",4,0.60934884899276,289.025999999998
"9",1,0.69539596492674,290.334999999999
"10",2,0.618562418764626,293.726000000002
"11",3,0.659903761015861,291.383999999998
"12",4,0.588481021054204,293.835999999996
"13",1,0.565347616184651,289.169999999998
"14",2,0.668301270664552,289.877999999997
"15",3,0.59160749668251,291.058000000005
"16",4,0.565966878257531,294.021999999997
"17",1,0.355516571286841,288.498000000007
"18",2,0.672368786986136,303.620999999999
"19",3,0.684182209590379,295.192999999999
"20",4,0.708814966778926,290.457999999999
