"","X","acc","comptimes","archs"
"1",1,0.0010666468883271,50.6799999999998,"multiMLP_L4_N16_D0.3_CV1"
"2",2,0.0391274018908442,58.25,"multiMLP_L4_N16_D0.3_CV1"
"3",3,0.0657775845921716,48.4200000000001,"multiMLP_L8_N64_D0.3_CV1"
"4",4,0.0920955564591852,48.1200000000003,"multiMLP_L8_N16_D0.3_CV1"
"5",5,0.103421315635554,48.3599999999997,"multiMLP_L8_N16_D0.1_CV1"
"6",6,-0.0324443858093497,48.5100000000002,"multiMLP_L8_N64_D0.1_CV1"
"7",7,0.0382776128270514,47.1799999999998,"multiMLP_L8_N16_D0.1_CV1"
"8",8,0.0591592669915134,47.25,"multiMLP_L4_N16_D0.1_CV1"
"9",9,0.0051411138190778,48.2999999999997,"multiMLP_L4_N64_D0.3_CV1"
"10",10,-0.043847377591824,46.75,"multiMLP_L8_N64_D0.3_CV1"
"11",1,0.0394969305754838,47.8399999999997,"multiMLP_L8_N64_D0.3_CV1"
"12",2,0.0103694532619486,58.8400000000001,"multiMLP_L4_N16_D0.1_CV1"
"13",3,-0.0247481464847477,49.1100000000001,"multiMLP_L4_N64_D0.1_CV1"
"14",4,-0.0363988776435015,46.4200000000001,"multiMLP_L4_N16_D0.3_CV1"
"15",5,0.0492398581995399,46.4400000000001,"multiMLP_L4_N16_D0.3_CV1"
"16",6,0.153900913201279,47.9399999999996,"multiMLP_L8_N16_D0.1_CV1"
"17",7,0.0789985193987859,48.3499999999999,"multiMLP_L4_N16_D0.3_CV1"
"18",8,-0.00768398156847366,48.8099999999999,"multiMLP_L8_N64_D0.1_CV1"
"19",9,0.0472399593145711,48.5900000000001,"multiMLP_L4_N64_D0.3_CV1"
"20",10,-0.0861593854412818,46.8899999999999,"multiMLP_L8_N64_D0.1_CV1"
