"","X","acc","comptimes","archs"
"1",1,0.135687300721525,54.8300000000017,"multiMLP_L4_N64_D0.3_CV2"
"2",2,0.158174800166838,60.8299999999981,"multiMLP_L8_N64_D0.1_CV2"
"3",3,0.21947008073443,58.5600000000013,"multiMLP_L4_N64_D0.1_CV2"
"4",4,0.298514406713437,55.5299999999988,"multiMLP_L4_N64_D0.3_CV2"
"5",5,0.269328247408037,51.3300000000017,"multiMLP_L4_N64_D0.3_CV2"
"6",6,0.251864365198543,57.2900000000009,"multiMLP_L8_N64_D0.1_CV2"
"7",7,0.407064301102815,56.6399999999994,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.272681016495814,52.5999999999985,"multiMLP_L4_N64_D0.1_CV2"
"9",9,0.265217862806434,58.3400000000001,"multiMLP_L4_N64_D0.1_CV2"
"10",10,0.0917759964850796,56.630000000001,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.325439492236208,53.9399999999987,"multiMLP_L8_N64_D0.1_CV2"
"12",2,0.383489138578939,61.0199999999968,"multiMLP_L4_N64_D0.1_CV2"
"13",3,0.226865039315405,54.5800000000017,"multiMLP_L4_N64_D0.1_CV2"
"14",4,0.138682440973893,50.9500000000007,"multiMLP_L4_N64_D0.1_CV2"
"15",5,0.180862959716027,53.0099999999984,"multiMLP_L8_N64_D0.1_CV2"
"16",6,0.47824326029736,58.4900000000016,"multiMLP_L8_N64_D0.1_CV2"
"17",7,0.358406220584433,56.2999999999993,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.290998145834431,55.1899999999987,"multiMLP_L8_N64_D0.1_CV2"
"19",9,0.210788381667392,57.8899999999994,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.291548602713152,58.619999999999,"multiMLP_L8_N64_D0.1_CV2"
