"","X","acc","comptimes","pen"
"1",1,0.381792052512452,136.924,0.43191889872803
"2",2,0.55293466723151,133.753,0.433403351601575
"3",3,0.452752872789972,139.495,0.427101199905425
"4",4,0.519758026293637,141.983,0.426844124556256
"5",5,0.54865205671835,135.402,0.433556408548575
"6",6,0.483278050678497,133.194,0.438432520160995
"7",7,0.640578590807843,134.962,0.427875426084454
"8",8,0.585239677259963,138.64,0.449509119276337
"9",9,0.647071026271288,125.397,0.418674153405239
"10",10,0.489035987562003,122.146,0.425300128677188
"11",11,0.648634226921415,120.14,0.433603738501914
"12",12,0.642645344869814,131.594,0.427233081066728
"13",13,0.601474043060386,130.604,0.444569521145402
"14",14,0.520659629992968,128.382,0.438591670539683
"15",15,0.4886866634539,162.993,0.433386582940748
"16",16,0.618707462355086,128.92,0.433886479451125
"17",17,0.454452386916161,147.801,0.422502943146038
"18",18,0.610709121488065,143.221,0.444722751792594
"19",19,0.537627649818905,129.333,0.443498860341863
"20",20,0.626351423087405,131.232,0.425494948406318
"21",21,0.431240648638498,131.482,0.429648387760516
"22",22,0.502689079670599,134.438,0.435596882899897
"23",23,0.550136697657811,123.322,0.424453535983565
"24",24,0.608798790717034,148.008,0.421703113356843
"25",25,0.533237679275682,132.583,0.426990237004849
"26",26,0.619080828371557,136.731,0.449304793082696
"27",27,0.439041079919432,134.251,0.438127818752241
"28",28,0.613638187783793,125.621,0.426022193041732
"29",29,0.653648010590114,136.349,0.438932587868713
"30",30,0.518527192459977,131.365,0.43032840777884
"31",31,0.55238422158061,135.439,0.433654955669944
"32",32,0.500789921736346,205.861,0.447881525435709
"33",33,0.588227048544029,130.242,0.433618701475156
"34",34,0.683359945157329,131.955,0.433341525732954
"35",35,0.524004521333198,125.440000000001,0.426951193725144
"36",36,0.561264648644527,134.727,0.441382224322031
"37",37,0.589682925771717,148.948,0.434631071128542
"38",38,0.488574726533011,134.995,0.428257413291482
"39",39,0.608835854894248,145.065000000001,0.429672674992564
"40",40,0.604390936586558,139.481000000001,0.424497296591214
"41",41,0.572730841368898,187.229,0.437294415720532
"42",42,0.632078958918282,149.785,0.438476407840728
"43",43,0.631644577063563,133.751,0.44039475612316
"44",44,0.477956849894842,130.304,0.432537701114488
"45",45,0.622491198223415,135.781,0.432611991340457
"46",46,0.677163726183318,144.236,0.441385869722517
"47",47,0.647610003277399,151.256,0.461533048646845
"48",48,0.469329798559288,130.145,0.424454764306009
"49",49,0.694101974128387,151.483,0.448964884160523
"50",50,0.564436615633619,131.353,0.44105946229516
"51",1,0.673434389551065,152.607,0.420782022138754
"52",2,0.449959339433585,139.591,0.456685247591641
"53",3,0.686989525107213,147.475,0.423151689265428
"54",4,0.586476526075217,139.611,0.433925325865112
"55",5,0.574528108603691,133.039,0.410074556418673
"56",6,0.600898623848904,131.999,0.443676598925861
"57",7,0.540458441155583,141.598,0.44599933293868
"58",8,0.634475234276748,193.871,0.410744058704969
"59",9,0.418563671940406,143.251,0.413979681546311
"60",10,0.647025286272728,142.657,0.449912487523775
"61",11,0.604121441481452,138.55,0.424452824542464
"62",12,0.58943089044634,135.392,0.448443589612939
"63",13,0.534156644351258,136.032,0.443219350021443
"64",14,0.474222412713014,180.597,0.435632134666834
"65",15,0.633402871576119,126.791,0.431705056283967
"66",16,0.596066665028452,141.732,0.444903345050933
"67",17,0.580852085367761,140.016,0.444155415507429
"68",18,0.591779896409337,135.505,0.432643527751575
"69",19,0.577935234475051,133.524,0.45944118058813
"70",20,0.678159673589236,128.824,0.431696422239757
"71",21,0.568616003698961,151.59,0.448832175554707
"72",22,0.578292112098737,136.492,0.43735678986835
"73",23,0.447828741246354,133.674,0.433654070459285
"74",24,0.554261691808739,151.083,0.434770960350932
"75",25,0.469238360474308,142.469,0.448419773580196
"76",26,0.621076167355863,141.206,0.427413374311759
"77",27,0.622314894033222,131.999,0.433727532552743
"78",28,0.608711779902606,129.551,0.435830681442832
"79",29,0.70571252313988,130.318,0.446018158445497
"80",30,0.490824634093758,135.419000000001,0.436794480743441
"81",31,0.562514771249804,137.177,0.428279859340558
"82",32,0.616761514510549,133.637000000001,0.439511414905555
"83",33,0.524384720884563,129.048,0.427537064116512
"84",34,0.501471822655976,122.822,0.429116568431665
"85",35,0.452682536680054,142.983,0.441999201351191
"86",36,0.655242470020605,149.344,0.442521882926927
"87",37,0.535336247491526,150.552000000001,0.442961246690886
"88",38,0.592216614090842,130.857,0.432206377690085
"89",39,0.605860698868352,145.268,0.433072137977301
"90",40,0.556388223526788,157.353,0.444018029023096
"91",41,0.520835301309695,129.041,0.428097404191852
"92",42,0.540533506991641,146.67,0.443275406955744
"93",43,0.497861889099034,141.607,0.430041973055738
"94",44,0.678200152715109,126.688999999999,0.436247636929687
"95",45,0.494364489608705,185.25,0.442655323230515
"96",46,0.563434675277187,132.715,0.435276641211687
"97",47,0.422139698933947,136.014,0.441335599598723
"98",48,0.565714487590486,134.032999999999,0.446698167731132
"99",49,0.572946199704107,162.868,0.435650293178769
"100",50,0.515549072749985,96.3879999999999,0.433508803405699
