"","X","acc","comptimes","archs"
"1",1,0.178447387592549,67.9599999999991,"multiMLP_L8_N64_D0.1_CV2"
"2",2,0.0219069089154993,67.9400000000023,"multiMLP_L8_N64_D0.1_CV2"
"3",3,0.0819669538791487,66.239999999998,"multiMLP_L8_N64_D0.1_CV2"
"4",4,0.127185144708611,66.2900000000009,"multiMLP_L8_N64_D0.1_CV2"
"5",5,0.164214429885659,65.0600000000013,"multiMLP_L8_N64_D0.1_CV2"
"6",6,0.243404413046635,65.3899999999994,"multiMLP_L8_N64_D0.1_CV2"
"7",7,0.189545353483918,64.6100000000006,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.209942230414884,65.0799999999981,"multiMLP_L8_N64_D0.1_CV2"
"9",9,0.0920705811530114,65.6499999999978,"multiMLP_L8_N64_D0.1_CV2"
"10",10,0.130169092190021,62.5200000000004,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.0310072055077494,68.3199999999997,"multiMLP_L8_N64_D0.1_CV2"
"12",2,0.065301146222676,61.6800000000003,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.0709621218914411,60.2799999999988,"multiMLP_L8_N64_D0.1_CV2"
"14",4,0.132383579460523,60.5800000000017,"multiMLP_L8_N64_D0.1_CV2"
"15",5,0.0482293631925952,62.380000000001,"multiMLP_L8_N64_D0.1_CV2"
"16",6,0.223999532697459,60.9099999999999,"multiMLP_L8_N64_D0.1_CV2"
"17",7,0.0824140735444168,62.5099999999984,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.303516556188344,61.9700000000012,"multiMLP_L8_N64_D0.1_CV2"
"19",9,-0.0539489723854596,63.5200000000004,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.168383931234651,63.2200000000012,"multiMLP_L8_N64_D0.1_CV2"
