"","X","acc","comptimes","archs"
"1",1,0.13315536536798,61.98,"multiMLP_L4_N64_D0.1_CV1"
"2",2,0.0337514243272409,48.4299999999998,"multiMLP_L4_N16_D0.3_CV1"
"3",3,-0.0366948574023052,47.3600000000001,"multiMLP_L8_N16_D0.1_CV1"
"4",4,-0.0636360330784337,47.4499999999998,"multiMLP_L8_N16_D0.1_CV1"
"5",5,0.0561969549061994,49.1399999999999,"multiMLP_L4_N64_D0.1_CV1"
"6",6,-0.054888843406736,47.8099999999999,"multiMLP_L8_N64_D0.1_CV1"
"7",7,-0.0154008366098333,46.5699999999997,"multiMLP_L8_N64_D0.1_CV1"
"8",8,0.0495300992991279,48.3499999999999,"multiMLP_L8_N64_D0.3_CV1"
"9",9,-0.0850962715380143,47.5299999999997,"multiMLP_L4_N64_D0.3_CV1"
"10",10,0.139353514692154,46.3299999999999,"multiMLP_L8_N64_D0.3_CV1"
"11",1,-0.0751748862958729,47.5699999999997,"multiMLP_L8_N16_D0.3_CV1"
"12",2,0.022207184925966,60.0300000000002,"multiMLP_L4_N64_D0.3_CV1"
"13",3,0.16988047481556,48.5500000000002,"multiMLP_L4_N64_D0.1_CV1"
"14",4,-0.0265896260710117,46.1399999999999,"multiMLP_L8_N16_D0.3_CV1"
"15",5,-0.0134495893669293,46.5500000000002,"multiMLP_L8_N64_D0.1_CV1"
"16",6,0.131343765861879,48.1900000000001,"multiMLP_L4_N64_D0.3_CV1"
"17",7,-0.0833601406421237,49.6399999999994,"multiMLP_L4_N16_D0.1_CV1"
"18",8,0.0552486065178624,48.79,"multiMLP_L8_N64_D0.1_CV1"
"19",9,0.105197016734402,48.6000000000004,"multiMLP_L8_N64_D0.3_CV1"
"20",10,-0.0275884544370885,47.25,"multiMLP_L8_N64_D0.1_CV1"
