"","X","acc","comptimes"
"1",1,0.45397897042944,558.648000000001
"2",2,0.630424505268319,565.843999999997
"3",3,0.399327052412947,553.78300000001
"4",4,0.597673487193593,559.036000000007
"5",1,0.445720277104852,559.040999999997
"6",2,0.506854426932655,570.559999999998
"7",3,0.681279028955463,555.638999999996
"8",4,0.624141216483116,560.446000000011
"9",1,0.675439136518474,549.896000000008
"10",2,0.579187231032654,561.063999999998
"11",3,0.67163122944326,554.294999999998
"12",4,0.598374215205161,565.470000000001
"13",1,0.563142634375856,571.774999999994
"14",2,0.641197160065167,573.152000000002
"15",3,0.602693250656641,561.463000000003
"16",4,0.563466240737941,565.934999999998
"17",1,0.46551073763706,444.055000000008
"18",2,0.707594831363211,439.770999999993
"19",3,0.662741408023223,445.279999999999
"20",4,0.707556902264543,443.792000000001
