"","X","acc","comptimes"
"1",1,0.611402464022598,455.10500000001
"2",2,0.733434106213476,458.513999999996
"3",3,0.635158528224413,459.059000000008
"4",4,0.715198370579796,460.609999999986
"5",1,0.690291044284533,457.062000000005
"6",2,0.561716822222935,515.630000000005
"7",3,0.731374321719018,447.576000000001
"8",4,0.702800058652431,1696.56200000001
"9",1,0.745587866136476,456.479999999981
"10",2,0.656657391090675,457.433999999979
"11",3,0.741906915468167,455.283999999985
"12",4,0.742114535400897,451.149000000005
"13",1,0.699104589017579,465.475999999995
"14",2,0.65596828739526,456.679000000004
"15",3,0.630567129216789,1763.90099999998
"16",4,0.730612927478445,459.877000000008
"17",1,0.615855285706751,406.571000000011
"18",2,0.715165474205993,403.569000000003
"19",3,0.750009332156422,404.519
"20",4,0.729046838794137,405.894
