"","X","acc","comptimes"
"1",1,0.549761670297585,490.481
"2",2,0.637186842660337,518.228000000003
"3",3,0.527943711327354,526.459999999999
"4",4,0.627585613685848,551.671000000002
"5",1,0.635431562194197,533.245999999999
"6",2,0.511629290222464,519.243999999999
"7",3,0.684489755038482,558.997000000003
"8",4,0.655280327265834,530.044000000002
"9",1,0.661023135296727,483.760000000002
"10",2,0.597870365763566,518.739999999998
"11",3,0.683596159509418,518.18
"12",4,0.692223574610508,547.472999999998
"13",1,0.647904205990277,516.988999999994
"14",2,0.578318921266653,533.207999999999
"15",3,0.574731251732294,552.377
"16",4,0.656815981928619,522.097000000002
"17",1,0.551411113827468,337.450000000004
"18",2,0.627165535191429,330.741999999998
"19",3,0.667733420115775,338.128000000004
"20",4,0.62334578952365,336.387000000002
