"","X","acc","comptimes","archs"
"1",1,0.109264832484901,54.28,"multiMLP_L4_N64_D0.3_CV2"
"2",2,0.158151236695878,50.5799999999999,"multiMLP_L8_N64_D0.1_CV2"
"3",3,0.135053680345556,56.45,"multiMLP_L8_N64_D0.1_CV2"
"4",4,-0.0264562849589763,53.5600000000002,"multiMLP_L8_N64_D0.1_CV2"
"5",5,0.173453001096841,50.6800000000001,"multiMLP_L8_N64_D0.1_CV2"
"6",6,0.0431005755563944,51.48,"multiMLP_L4_N64_D0.1_CV2"
"7",7,0.278962386802084,56.22,"multiMLP_L8_N64_D0.1_CV2"
"8",8,0.0190015968372034,52.9199999999998,"multiMLP_L8_N64_D0.1_CV2"
"9",9,0.0520010551516754,53.0599999999999,"multiMLP_L8_N64_D0.1_CV2"
"10",10,0.0779682010232751,58.5899999999999,"multiMLP_L8_N64_D0.1_CV2"
"11",1,0.0234919666175728,52.6299999999999,"multiMLP_L8_N64_D0.1_CV2"
"12",2,0.179369362388897,52.3300000000002,"multiMLP_L8_N64_D0.1_CV2"
"13",3,0.0466859150189966,53.72,"multiMLP_L8_N64_D0.1_CV2"
"14",4,0.0350480060905107,58.8699999999999,"multiMLP_L8_N64_D0.1_CV2"
"15",5,0.0535428350353099,52.8,"multiMLP_L8_N64_D0.1_CV2"
"16",6,0.0444370946319887,53.1300000000001,"multiMLP_L8_N64_D0.1_CV2"
"17",7,0.0641604580068611,57.3499999999999,"multiMLP_L8_N64_D0.1_CV2"
"18",8,0.0863669251193171,54.5600000000002,"multiMLP_L8_N64_D0.1_CV2"
"19",9,0.0980406674136442,54.79,"multiMLP_L8_N64_D0.1_CV2"
"20",10,0.0786489241482977,51.05,"multiMLP_L8_N64_D0.1_CV2"
